ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,Unnamed: 21,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22,MANUFACTURER,Unnamed: 25
28.0,0.0,7.0,6:40.679,0.0,B,43.074,0.0,39.341,0.0,5:18.264,0.0,31.0,23:28.093,10:53,0:43.074,0:39.341,5:18.264,,Charles Pic,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,0.0,8.0,2:24.312,0.0,,1:01.792,0.0,41.409,0.0,41.111,0.0,86.1,25:52.405,10:55,1:01.792,0:41.409,0:41.111,,Charles Pic,0:05:02.047,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0,1.0,3:01.948,0.0,,1:47.559,0.0,37.724,0.0,36.665,0.0,68.3,3:01.948,10:33,1:47.559,0:37.724,0:36.665,,Jaime Alguersuari,0:01:13.058,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0,2.0,6:11.527,0.0,B,40.211,0.0,37.090,0.0,4:54.226,0.0,33.5,9:13.475,10:39,0:40.211,0:37.090,4:54.226,,Jaime Alguersuari,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0,3.0,3:17.194,0.0,,1:08.119,0.0,1:12.237,0.0,56.838,0.0,63.0,12:30.669,10:42,1:08.119,1:12.237,0:56.838,,Jaime Alguersuari,0:04:44.626,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0,4.0,1:43.918,0.0,,36.818,0.0,33.959,0.0,33.141,0.0,119.6,14:14.587,10:44,0:36.818,0:33.959,0:33.141,,Jaime Alguersuari,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0,5.0,2:51.267,0.0,,52.826,0.0,59.902,0.0,58.539,0.0,72.6,17:05.854,10:47,0:52.826,0:59.902,0:58.539,,Jaime Alguersuari,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0,6.0,1:42.601,2.0,,36.399,2.0,33.423,2.0,32.779,2.0,121.2,18:48.455,10:48,0:36.399,0:33.423,0:32.779,,Jaime Alguersuari,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.0,7.0,5:27.836,0.0,B,1:02.059,0.0,43.337,0.0,3:42.440,0.0,37.9,24:16.291,10:54,1:02.059,0:43.337,3:42.440,,Jaime Alguersuari,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,1.0,2:50.459,0.0,,1:34.063,0.0,39.239,0.0,37.157,0.0,72.9,2:50.459,10:32,1:34.063,0:39.239,0:37.157,,Stephane Sarrazin,0:00:57.467,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,2.0,1:48.163,0.0,,38.289,0.0,35.332,0.0,34.542,0.0,114.9,4:38.622,10:34,0:38.289,0:35.332,0:34.542,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,3.0,1:47.459,0.0,,37.989,0.0,35.150,0.0,34.320,0.0,115.7,6:26.081,10:36,0:37.989,0:35.150,0:34.320,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,4.0,1:57.243,0.0,,39.094,0.0,43.486,0.0,34.663,0.0,106.0,8:23.324,10:38,0:39.094,0:43.486,0:34.663,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,5.0,1:48.335,0.0,,38.309,0.0,35.483,0.0,34.543,0.0,114.7,10:11.659,10:40,0:38.309,0:35.483,0:34.543,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,6.0,1:48.431,0.0,,38.136,0.0,35.869,0.0,34.426,0.0,114.6,12:00.090,10:42,0:38.136,0:35.869,0:34.426,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,7.0,1:48.272,0.0,,38.133,0.0,35.436,0.0,34.703,0.0,114.8,13:48.362,10:43,0:38.133,0:35.436,0:34.703,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,8.0,5:50.427,0.0,B,37.970,0.0,35.287,0.0,4:37.170,0.0,35.5,19:38.789,10:49,0:37.970,0:35.287,4:37.170,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,9.0,2:18.283,0.0,,1:00.899,0.0,36.976,0.0,40.408,0.0,89.9,21:57.072,10:51,1:00.899,0:36.976,0:40.408,,Stephane Sarrazin,0:04:30.409,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,10.0,1:43.713,2.0,,36.759,2.0,33.509,2.0,33.445,2.0,119.9,23:40.785,10:53,0:36.759,0:33.509,0:33.445,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,0.0,11.0,2:32.222,0.0,,53.930,0.0,47.383,0.0,50.909,0.0,81.7,26:13.007,10:56,0:53.930,0:47.383,0:50.909,,Stephane Sarrazin,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,1.0,2:57.093,0.0,,1:29.660,0.0,41.399,0.0,46.034,0.0,70.2,2:57.093,10:32,1:29.660,0:41.399,0:46.034,,Karun Chandhok,0:00:49.567,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,2.0,1:49.240,0.0,,39.085,0.0,35.309,0.0,34.846,0.0,113.8,4:46.333,10:34,0:39.085,0:35.309,0:34.846,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,3.0,1:49.522,0.0,,38.660,0.0,35.779,0.0,35.083,0.0,113.5,6:35.855,10:36,0:38.660,0:35.779,0:35.083,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,4.0,3:01.351,0.0,,1:03.345,0.0,1:14.094,0.0,43.912,0.0,68.5,9:37.206,10:39,1:03.345,1:14.094,0:43.912,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,5.0,2:37.652,0.0,,55.364,0.0,1:00.419,0.0,41.869,0.0,78.8,12:14.858,10:42,0:55.364,1:00.419,0:41.869,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,6.0,2:18.792,0.0,,43.429,0.0,55.894,0.0,39.469,0.0,89.6,14:33.650,10:44,0:43.429,0:55.894,0:39.469,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,7.0,2:18.621,0.0,,37.728,0.0,34.568,0.0,1:06.325,0.0,89.7,16:52.271,10:46,0:37.728,0:34.568,1:06.325,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,8.0,1:44.162,0.0,,37.173,0.0,33.931,0.0,33.058,0.0,119.3,18:36.433,10:48,0:37.173,0:33.931,0:33.058,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,9.0,2:43.866,0.0,,54.119,0.0,1:00.218,0.0,49.529,0.0,75.9,21:20.299,10:51,0:54.119,1:00.218,0:49.529,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,10.0,2:15.658,0.0,,50.735,0.0,46.821,0.0,38.102,0.0,91.6,23:35.957,10:53,0:50.735,0:46.821,0:38.102,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.0,11.0,1:43.159,2.0,,36.470,2.0,33.779,2.0,32.910,2.0,120.5,25:19.116,10:55,0:36.470,0:33.779,0:32.910,,Karun Chandhok,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,0.0,1.0,4:42.969,0.0,,3:14.029,0.0,48.283,0.0,40.657,0.0,43.9,4:42.969,10:34,3:14.029,0:48.283,0:40.657,,Takuma Sato,0:02:28.773,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,0.0,2.0,1:48.499,2.0,,38.265,0.0,35.126,0.0,35.108,2.0,114.6,6:31.468,10:36,0:38.265,0:35.126,0:35.108,,Takuma Sato,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,0.0,3.0,11:42.488,0.0,B,38.209,0.0,50.517,0.0,10:13.762,0.0,17.7,18:13.956,10:48,0:38.209,0:50.517,10:13.762,,Takuma Sato,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,0.0,4.0,2:16.857,0.0,,1:00.727,0.0,38.745,0.0,37.385,0.0,90.8,20:30.813,10:50,1:00.727,0:38.745,0:37.385,,Takuma Sato,0:09:55.073,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,1.0,2:34.897,0.0,,1:13.104,0.0,40.075,0.0,41.718,0.0,80.3,2:34.897,10:32,1:13.104,0:40.075,0:41.718,,Oriol Servia,0:00:33.587,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,2.0,1:46.547,0.0,,37.532,0.0,35.128,0.0,33.887,0.0,116.7,4:21.444,10:34,0:37.532,0:35.128,0:33.887,,Oriol Servia,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,3.0,6:46.948,0.0,B,43.563,0.0,39.967,0.0,5:23.418,0.0,30.5,11:08.392,10:41,0:43.563,0:39.967,5:23.418,,Oriol Servia,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,4.0,2:25.183,0.0,,1:04.180,0.0,39.679,0.0,41.324,0.0,85.6,13:33.575,10:43,1:04.180,0:39.679,0:41.324,,Oriol Servia,0:05:08.056,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,5.0,1:43.853,2.0,,37.087,0.0,33.850,2.0,32.916,2.0,119.7,15:17.428,10:45,0:37.087,0:33.850,0:32.916,,Oriol Servia,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,6.0,2:43.405,0.0,,56.185,0.0,55.184,0.0,52.036,0.0,76.1,18:00.833,10:48,0:56.185,0:55.184,0:52.036,,Oriol Servia,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,7.0,1:44.043,0.0,,37.069,2.0,33.999,0.0,32.975,0.0,119.5,19:44.876,10:49,0:37.069,0:33.999,0:32.975,,Oriol Servia,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0.0,8.0,5:28.554,0.0,B,55.788,0.0,58.040,0.0,3:34.726,0.0,37.8,25:13.430,10:55,0:55.788,0:58.040,3:34.726,,Oriol Servia,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,0.0,1.0,3:22.345,0.0,,1:34.901,0.0,57.193,0.0,50.251,0.0,61.4,3:22.345,10:33,1:34.901,0:57.193,0:50.251,,Daniel Abt,0:00:52.248,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,0.0,2.0,1:42.984,0.0,,36.743,0.0,33.445,0.0,32.796,0.0,120.7,5:05.329,10:35,0:36.743,0:33.445,0:32.796,,Daniel Abt,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,0.0,3.0,7:41.592,0.0,B,57.435,0.0,1:09.689,0.0,5:34.468,0.0,26.9,12:46.921,10:42,0:57.435,1:09.689,5:34.468,,Daniel Abt,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,0.0,4.0,2:47.168,0.0,,1:10.251,0.0,54.874,0.0,42.043,0.0,74.4,15:34.089,10:45,1:10.251,0:54.874,0:42.043,,Daniel Abt,0:05:13.893,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,0.0,5.0,1:42.172,2.0,,36.425,2.0,33.298,2.0,32.449,2.0,121.7,17:16.261,10:47,0:36.425,0:33.298,0:32.449,,Daniel Abt,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,0.0,6.0,7:37.930,0.0,B,44.036,0.0,35.967,0.0,6:17.927,0.0,27.1,24:54.191,10:54,0:44.036,0:35.967,6:17.927,,Daniel Abt,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,1.0,2:23.194,0.0,,1:08.836,0.0,37.832,0.0,36.526,0.0,86.8,2:23.194,10:32,1:08.836,0:37.832,0:36.526,,JÃ©rome d'AmbrosioÂ ,0:00:31.761,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,2.0,1:52.849,0.0,,40.017,0.0,36.714,0.0,36.118,0.0,110.2,4:16.043,10:34,0:40.017,0:36.714,0:36.118,,JÃ©rome d'AmbrosioÂ ,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,3.0,7:16.744,0.0,B,40.297,0.0,37.095,0.0,5:59.352,0.0,28.5,11:32.787,10:41,0:40.297,0:37.095,5:59.352,,JÃ©rome d'AmbrosioÂ ,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,4.0,2:36.791,0.0,,1:03.570,0.0,49.321,0.0,43.900,0.0,79.3,14:09.578,10:44,1:03.570,0:49.321,0:43.900,,JÃ©rome d'AmbrosioÂ ,0:05:47.035,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,5.0,1:43.291,0.0,,36.843,0.0,33.777,0.0,32.671,0.0,120.3,15:52.869,10:45,0:36.843,0:33.777,0:32.671,,JÃ©rome d'AmbrosioÂ ,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,6.0,2:58.365,0.0,,55.305,0.0,1:02.517,0.0,1:00.543,0.0,69.7,18:51.234,10:48,0:55.305,1:02.517,1:00.543,,JÃ©rome d'AmbrosioÂ ,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,7.0,1:42.874,0.0,,36.333,0.0,33.658,2.0,32.883,0.0,120.8,20:34.108,10:50,0:36.333,0:33.658,0:32.883,,JÃ©rome d'AmbrosioÂ ,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,8.0,2:36.728,0.0,,54.888,0.0,53.247,0.0,48.593,0.0,79.3,23:10.836,10:53,0:54.888,0:53.247,0:48.593,,JÃ©rome d'AmbrosioÂ ,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,0.0,9.0,1:42.720,2.0,,36.057,2.0,34.205,0.0,32.458,2.0,121.0,24:53.556,10:54,0:36.057,0:34.205,0:32.458,,JÃ©rome d'AmbrosioÂ ,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,0.0,1.0,2:39.707,0.0,,1:20.097,0.0,41.513,0.0,38.097,0.0,77.8,2:39.707,10:32,1:20.097,0:41.513,0:38.097,,Katherine Legge,0:00:40.944,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,0.0,2.0,1:56.170,0.0,,39.361,0.0,38.405,0.0,38.404,0.0,107.0,4:35.877,10:34,0:39.361,0:38.405,0:38.404,,Katherine Legge,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,0.0,3.0,1:46.663,0.0,,37.987,0.0,34.695,0.0,33.981,2.0,116.5,6:22.540,10:36,0:37.987,0:34.695,0:33.981,,Katherine Legge,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,0.0,4.0,9:45.562,0.0,B,42.000,0.0,45.949,0.0,8:17.613,0.0,21.2,16:08.102,10:46,0:42.000,0:45.949,8:17.613,,Katherine Legge,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,0.0,5.0,2:19.919,0.0,,1:00.494,0.0,39.646,0.0,39.779,0.0,88.8,18:28.021,10:48,1:00.494,0:39.646,0:39.779,,Katherine Legge,0:08:03.330,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,0.0,6.0,1:59.876,0.0,,35.977,2.0,40.190,0.0,43.709,0.0,103.7,20:27.897,10:50,0:35.977,0:40.190,0:43.709,,Katherine Legge,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,0.0,7.0,1:46.171,2.0,,37.507,0.0,34.680,2.0,33.984,0.0,117.1,22:14.068,10:52,0:37.507,0:34.680,0:33.984,,Katherine Legge,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,1.0,3:48.324,0.0,,2:06.666,0.0,52.891,0.0,48.767,0.0,54.4,3:48.324,10:33,2:06.666,0:52.891,0:48.767,,Nicolas Prost,0:01:20.082,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,2.0,1:42.934,2.0,,36.656,0.0,33.290,2.0,32.988,2.0,120.8,5:31.258,10:35,0:36.656,0:33.290,0:32.988,,Nicolas Prost,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,3.0,2:47.437,0.0,,53.227,0.0,55.419,0.0,58.791,0.0,74.2,8:18.695,10:38,0:53.227,0:55.419,0:58.791,,Nicolas Prost,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,4.0,5:34.518,0.0,B,48.334,0.0,43.242,0.0,4:02.942,0.0,37.2,13:53.213,10:43,0:48.334,0:43.242,4:02.942,,Nicolas Prost,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,5.0,2:07.208,0.0,,57.593,0.0,35.192,0.0,34.423,0.0,97.7,16:00.421,10:46,0:57.593,0:35.192,0:34.423,,Nicolas Prost,0:03:48.033,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,6.0,5:25.076,0.0,B,37.998,0.0,35.243,0.0,4:11.835,0.0,38.2,21:25.497,10:51,0:37.998,0:35.243,4:11.835,,Nicolas Prost,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,7.0,2:49.001,0.0,,1:06.189,0.0,52.042,0.0,50.770,0.0,73.6,24:14.498,10:54,1:06.189,0:52.042,0:50.770,,Nicolas Prost,0:03:58.273,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0.0,8.0,1:43.386,0.0,,36.505,2.0,33.609,0.0,33.272,0.0,120.2,25:57.884,10:55,0:36.505,0:33.609,0:33.272,,Nicolas Prost,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,0.0,1.0,3:57.563,0.0,,2:18.404,0.0,50.512,0.0,48.647,0.0,52.3,3:57.563,10:33,2:18.404,0:50.512,0:48.647,,Ho-Pin Tung,0:01:28.192,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,0.0,2.0,1:45.002,0.0,,36.623,0.0,33.934,0.0,34.445,0.0,118.4,5:42.565,10:35,0:36.623,0:33.934,0:34.445,,Ho-Pin Tung,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,0.0,3.0,1:49.084,0.0,,37.142,0.0,37.503,0.0,34.439,0.0,114.0,7:31.649,10:37,0:37.142,0:37.503,0:34.439,,Ho-Pin Tung,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,0.0,4.0,6:26.587,0.0,B,53.349,0.0,50.463,0.0,4:42.775,0.0,32.2,13:58.236,10:43,0:53.349,0:50.463,4:42.775,,Ho-Pin Tung,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,0.0,5.0,3:16.712,0.0,,1:11.589,0.0,59.596,0.0,1:05.527,0.0,63.2,17:14.948,10:47,1:11.589,0:59.596,1:05.527,,Ho-Pin Tung,0:04:27.717,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,0.0,6.0,2:28.795,0.0,,36.413,0.0,54.689,0.0,57.693,0.0,83.5,19:43.743,10:49,0:36.413,0:54.689,0:57.693,,Ho-Pin Tung,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,0.0,7.0,1:41.824,2.0,,36.140,2.0,32.972,4.0,32.712,2.0,122.1,21:25.567,10:51,0:36.140,0:32.972,0:32.712,,Ho-Pin Tung,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,0.0,8.0,2:42.271,0.0,,58.499,0.0,54.651,0.0,49.121,0.0,76.6,24:07.838,10:54,0:58.499,0:54.651,0:49.121,,Ho-Pin Tung,,,./sampledata/2014-2015\Bejing\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,,,,,,
