ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,Unnamed: 25,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22
9.0,0.0,8.0,1:01.179,0.0,,19.716,0.0,25.120,0.0,16.343,0.0,113.4,11:02.848,10:41,0:19.716,0:25.120,0:16.343,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,9.0,1:03.230,0.0,,21.209,0.0,25.210,0.0,16.811,0.0,109.7,12:06.078,10:42,0:21.209,0:25.210,0:16.811,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,10.0,1:00.576,0.0,,19.298,0.0,24.736,0.0,16.542,0.0,114.5,13:06.654,10:43,0:19.298,0:24.736,0:16.542,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,11.0,1:04.130,0.0,,19.544,0.0,26.671,0.0,17.915,0.0,108.2,14:10.784,10:44,0:19.544,0:26.671,0:17.915,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,12.0,1:00.643,0.0,,19.217,0.0,24.655,0.0,16.771,0.0,114.4,15:11.427,10:45,0:19.217,0:24.655,0:16.771,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,13.0,1:34.078,0.0,B,20.008,0.0,25.478,0.0,48.592,0.0,73.7,16:45.505,10:46,0:20.008,0:25.478,0:48.592,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,14.0,8:18.361,0.0,B,,0.0,,0.0,,0.0,13.9,25:03.866,10:55,,,,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,15.0,1:06.412,0.0,,23.359,0.0,26.227,0.0,16.826,0.0,104.5,26:10.278,10:56,0:23.359,0:26.227,0:16.826,,SÃ©bastien BUEMI,0:08:52.609,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,16.0,1:04.030,0.0,,19.746,0.0,27.069,0.0,17.215,0.0,108.3,27:14.308,10:57,0:19.746,0:27.069,0:17.215,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,17.0,1:02.670,0.0,,20.021,0.0,25.587,0.0,17.062,0.0,110.7,28:16.978,10:58,0:20.021,0:25.587,0:17.062,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,18.0,59.963,0.0,,19.221,0.0,25.300,0.0,15.442,2.0,115.7,29:16.941,10:59,0:19.221,0:25.300,0:15.442,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,19.0,1:02.486,0.0,,21.807,0.0,24.787,0.0,15.892,0.0,111.0,30:19.427,11:00,0:21.807,0:24.787,0:15.892,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\FP2\23_Analysis_Non Qualifying Practice 2.CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,1.0,21:17.058,0.0,,20:34.260,0.0,26.11,0.0,16.688,0.0,5.4,21:17.058,12:21,20:34.260,0:26.110,0:16.688,,Nelson PIQUET JR,0:20:11.488,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,2.0,1:02.842,0.0,,20.156,0.0,24.596,0.0,18.09,0.0,110.4,22:19.900,12:22,0:20.156,0:24.596,0:18.090,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
1.0,0.0,3.0,58.026,2.0,,18.581,2.0,23.872,2.0,15.573,2.0,119.6,23:17.926,12:23,0:18.581,0:23.872,0:15.573,,Nelson PIQUET JR,,,3.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
11.0,0.0,1.0,1:14.142,0.0,,30.620,0.0,26.566,0.0,16.956,0.0,93.6,1:14.142,12:01,0:30.620,0:26.566,0:16.956,,Lucas DI GRASSI,0:00:08.080,,1.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
11.0,0.0,2.0,1:02.862,0.0,,19.854,0.0,25.109,0.0,17.899,0.0,110.4,2:17.004,12:02,0:19.854,0:25.109,0:17.899,,Lucas DI GRASSI,,,1.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
11.0,0.0,3.0,58.183,2.0,,18.361,2.0,24.195999999999998,2.0,15.626,2.0,119.2,3:15.187,12:03,0:18.361,0:24.196,0:15.626,,Lucas DI GRASSI,,,1.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
12.0,0.0,1.0,21:56.633,0.0,,21:11.355,0.0,27.18,0.0,18.098,0.0,5.3,21:56.633,12:21,21:11.355,0:27.180,0:18.098,,Mike CONWAY,0:20:49.693,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
12.0,0.0,2.0,1:02.019,0.0,,19.641,0.0,24.91,0.0,17.468,0.0,111.9,22:58.652,12:22,0:19.641,0:24.910,0:17.468,,Mike CONWAY,,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
12.0,0.0,3.0,58.687,2.0,,18.743,2.0,24.449,2.0,15.495,2.0,118.2,23:57.339,12:23,0:18.743,0:24.449,0:15.495,,Mike CONWAY,,,3.0,Venturi Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
2.0,0.0,1.0,11:21.187,0.0,,10:36.377,0.0,27.878,0.0,16.932000000000002,0.0,10.2,11:21.187,12:11,10:36.377,0:27.878,0:16.932,,Sam BIRD,0:10:11.600,,2.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
2.0,0.0,2.0,1:07.039,0.0,,19.993,0.0,27.259,0.0,19.787,0.0,103.5,12:28.226,12:12,0:19.993,0:27.259,0:19.787,,Sam BIRD,,,2.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
2.0,0.0,3.0,57.838,2.0,,18.281,2.0,23.958000000000002,2.0,15.599,2.0,119.9,13:26.064,12:13,0:18.281,0:23.958,0:15.599,,Sam BIRD,,,2.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
21.0,0.0,1.0,31:21.759,0.0,,30:37.724,0.0,26.967,0.0,17.067999999999998,0.0,3.7,31:21.759,12:31,30:37.724,0:26.967,0:17.068,,Bruno SENNA,0:30:14.911,,4.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
21.0,0.0,2.0,1:03.627,0.0,,18.920,0.0,27.309,0.0,17.398,0.0,109.0,32:25.386,12:32,0:18.920,0:27.309,0:17.398,,Bruno SENNA,,,4.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
21.0,0.0,3.0,57.591,2.0,,18.206,2.0,23.932,2.0,15.453,2.0,120.5,33:22.977,12:33,0:18.206,0:23.932,0:15.453,,Bruno SENNA,,,4.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
23.0,0.0,1.0,21:32.018,0.0,,20:43.591,0.0,30.363000000000003,0.0,18.064,0.0,5.4,21:32.018,12:21,20:43.591,0:30.363,0:18.064,,Nick HEIDFELD,0:20:16.982,,3.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
23.0,0.0,2.0,1:03.286,0.0,,19.509,0.0,26.070999999999998,0.0,17.706,0.0,109.6,22:35.304,12:22,0:19.509,0:26.071,0:17.706,,Nick HEIDFELD,,,3.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
23.0,0.0,3.0,57.736,2.0,,18.271,2.0,23.959,2.0,15.505999999999998,2.0,120.2,23:33.040,12:23,0:18.271,0:23.959,0:15.506,,Nick HEIDFELD,,,3.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
25.0,0.0,1.0,11:27.520,0.0,,10:39.827,0.0,27.863000000000003,0.0,19.83,0.0,10.1,11:27.520,12:11,10:39.827,0:27.863,0:19.830,,Jean-Eric VERGNE,0:10:12.796,,2.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
25.0,0.0,2.0,1:05.674,0.0,,19.282,0.0,25.217,0.0,21.175,0.0,105.6,12:33.194,12:12,0:19.282,0:25.217,0:21.175,,Jean-Eric VERGNE,,,2.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
25.0,0.0,3.0,57.603,2.0,,18.362,2.0,23.68,4.0,15.561,2.0,120.4,13:30.797,12:13,0:18.362,0:23.680,0:15.561,,Jean-Eric VERGNE,,,2.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
27.0,0.0,1.0,1:41.360,0.0,,55.684,0.0,28.247,0.0,17.429000000000002,0.0,68.4,1:41.360,12:01,0:55.684,0:28.247,0:17.429,,Robin FRIJNS,0:00:32.700,,1.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
27.0,0.0,2.0,1:03.205,0.0,,20.493,0.0,26.019000000000002,0.0,16.692999999999998,0.0,109.8,2:44.565,12:02,0:20.493,0:26.019,0:16.693,,Robin FRIJNS,,,1.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
27.0,0.0,3.0,58.742,2.0,,18.745,2.0,24.252,2.0,15.745,2.0,118.1,3:43.307,12:03,0:18.745,0:24.252,0:15.745,,Robin FRIJNS,,,1.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
28.0,0.0,1.0,21:52.335,0.0,,21:07.136,0.0,27.125999999999998,0.0,18.073,0.0,5.3,21:52.335,12:21,21:07.136,0:27.126,0:18.073,,Simona DE SILVESTRO,0:20:43.602,,3.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
28.0,0.0,2.0,1:01.610,0.0,,20.046,0.0,24.945,0.0,16.619,0.0,112.6,22:53.945,12:22,0:20.046,0:24.945,0:16.619,,Simona DE SILVESTRO,,,3.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
28.0,0.0,3.0,58.654,2.0,,18.822,2.0,24.136,2.0,15.696,2.0,118.3,23:52.599,12:23,0:18.822,0:24.136,0:15.696,,Simona DE SILVESTRO,,,3.0,Andretti Formula E Race Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,1.0,3:18.135,0.0,,2:29.767,0.0,26.615,0.0,21.753,0.0,35.0,3:18.135,12:03,2:29.767,0:26.615,0:21.753,,StÃ©phane SARRAZIN,0:02:07.487,,1.0,Venturi Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,2.0,1:01.204,0.0,,19.775,0.0,25.32,0.0,16.109,0.0,113.3,4:19.339,12:04,0:19.775,0:25.320,0:16.109,,StÃ©phane SARRAZIN,,,1.0,Venturi Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
4.0,0.0,3.0,58.740,2.0,,18.711,2.0,24.351,2.0,15.677999999999999,2.0,118.1,5:18.079,12:05,0:18.711,0:24.351,0:15.678,,StÃ©phane SARRAZIN,,,1.0,Venturi Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
55.0,0.0,1.0,11:30.536,0.0,,10:43.813,0.0,28.48,0.0,18.243,0.0,10.0,11:30.536,12:11,10:43.813,0:28.480,0:18.243,,RenÃ© RAST,0:10:16.844,,2.0,Team Aguri,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
55.0,0.0,2.0,1:06.060,0.0,,19.937,0.0,25.939,0.0,20.184,0.0,105.0,12:36.596,12:12,0:19.937,0:25.939,0:20.184,,RenÃ© RAST,,,2.0,Team Aguri,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
55.0,0.0,3.0,58.756,2.0,,18.606,2.0,24.439,2.0,15.710999999999999,2.0,118.1,13:35.352,12:13,0:18.606,0:24.439,0:15.711,,RenÃ© RAST,,,2.0,Team Aguri,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,1.0,31:16.716,0.0,,30:29.052,0.0,26.718000000000004,0.0,20.945999999999998,0.0,3.7,31:16.716,12:31,30:29.052,0:26.718,0:20.946,,LoÃ¯c DUVAL,0:30:07.741,,4.0,Dragon Racing,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,2.0,1:03.193,0.0,,19.641,0.0,25.111,0.0,18.441,0.0,109.8,32:19.909,12:32,0:19.641,0:25.111,0:18.441,,LoÃ¯c DUVAL,,,4.0,Dragon Racing,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
6.0,0.0,3.0,58.298,2.0,,18.457,2.0,24.201999999999998,2.0,15.639000000000001,2.0,119.0,33:18.207,12:33,0:18.457,0:24.202,0:15.639,,LoÃ¯c DUVAL,,,4.0,Dragon Racing,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,1.0,11:17.310,0.0,,10:32.173,0.0,27.895,0.0,17.242,0.0,10.2,11:17.310,12:11,10:32.173,0:27.895,0:17.242,,Daniel ABT,0:10:08.844,,2.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,2.0,1:04.152,0.0,,19.850,0.0,25.506999999999998,0.0,18.795,0.0,108.1,12:21.462,12:12,0:19.850,0:25.507,0:18.795,,Daniel ABT,,,2.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,3.0,57.798,2.0,,18.427,2.0,24.044,2.0,15.327,4.0,120.0,13:19.260,12:13,0:18.427,0:24.044,0:15.327,,Daniel ABT,,,2.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,1.0,21:13.421,0.0,,20:29.870,0.0,26.54,0.0,17.011,0.0,5.4,21:13.421,12:21,20:29.870,0:26.540,0:17.011,,JÃ©rÃ´me D'AMBROSIO,0:20:07.586,,3.0,Dragon Racing,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,2.0,1:01.805,0.0,,19.435,0.0,25.648000000000003,0.0,16.722,0.0,112.2,22:15.226,12:22,0:19.435,0:25.648,0:16.722,,JÃ©rÃ´me D'AMBROSIO,,,3.0,Dragon Racing,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
7.0,0.0,3.0,58.501,2.0,,18.589,2.0,24.26,2.0,15.652000000000001,2.0,118.6,23:13.727,12:23,0:18.589,0:24.260,0:15.652,,JÃ©rÃ´me D'AMBROSIO,,,3.0,Dragon Racing,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,1.0,31:26.785,0.0,,30:40.759,0.0,27.666999999999998,0.0,18.359,0.0,3.7,31:26.785,12:31,30:40.759,0:27.667,0:18.359,,Qing Hua MA,0:30:17.190,,4.0,Team Aguri,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,2.0,1:04.249,0.0,,19.905,0.0,25.185,0.0,19.159000000000002,0.0,108.0,32:31.034,12:32,0:19.905,0:25.185,0:19.159,,Qing Hua MA,,,4.0,Team Aguri,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
77.0,0.0,3.0,59.301,2.0,,18.955,2.0,24.659000000000002,2.0,15.687000000000001,2.0,117.0,33:30.335,12:33,0:18.955,0:24.659,0:15.687,,Qing Hua MA,,,4.0,Team Aguri,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,1.0,11:13.826,0.0,,10:29.171,0.0,28.004,0.0,16.651,0.0,10.3,11:13.826,12:11,10:29.171,0:28.004,0:16.651,,Nicolas PROST,0:10:06.282,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,2.0,1:01.888,0.0,,19.525,0.0,25.326,0.0,17.037,0.0,112.1,12:15.714,12:12,0:19.525,0:25.326,0:17.037,,Nicolas PROST,,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
8.0,0.0,3.0,58.028,2.0,,18.140,2.0,24.084,2.0,15.804,2.0,119.5,13:13.742,12:13,0:18.140,0:24.084,0:15.804,,Nicolas PROST,,,2.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,1.0,1:18.121,0.0,,33.799,0.0,27.22,0.0,17.102,0.0,88.8,1:18.121,12:01,0:33.799,0:27.220,0:17.102,,Oliver TURVEY,0:00:10.105,,1.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,2.0,1:05.164,0.0,,20.758,0.0,25.904,0.0,18.502,0.0,106.5,2:23.285,12:02,0:20.758,0:25.904,0:18.502,,Oliver TURVEY,,,1.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
88.0,0.0,3.0,58.118,2.0,,18.430,2.0,23.993000000000002,2.0,15.695,2.0,119.4,3:21.403,12:03,0:18.430,0:23.993,0:15.695,,Oliver TURVEY,,,1.0,NEXTEV TCR Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,1.0,31:10.595,0.0,,30:28.115,0.0,26.068,0.0,16.412,0.0,3.7,31:10.595,12:31,30:28.115,0:26.068,0:16.412,,SÃ©bastien BUEMI,0:30:05.968,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,2.0,1:01.845,0.0,,19.668,0.0,24.903000000000002,0.0,17.274,0.0,112.2,32:12.440,12:32,0:19.668,0:24.903,0:17.274,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,3.0,57.322,4.0,,18.136,4.0,23.789,2.0,15.397,2.0,121.0,33:09.762,12:33,0:18.136,0:23.789,0:15.397,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Groups Qualifying Session.CSV,,,,,,,,,,,,,,,,,,,,
21.0,0.0,1.0,7:42.692,0.0,,6:54.739,0.0,29.644000000000002,0.0,18.309,0.0,15.0,7:42.692,12:52,6:54.739,0:29.644,0:18.309,,Bruno SENNA,0:06:26.741,,4.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
21.0,0.0,2.0,58.303,2.0,,18.413,2.0,24.361,2.0,15.529000000000002,2.0,119.0,8:40.995,12:53,0:18.413,0:24.361,0:15.529,,Bruno SENNA,,,4.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
23.0,0.0,1.0,3:17.631,0.0,,2:28.481,0.0,29.647,0.0,19.503,0.0,35.1,3:17.631,12:48,2:28.481,0:29.647,0:19.503,,Nick HEIDFELD,0:02:00.888,,3.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
23.0,0.0,2.0,59.085,2.0,,18.256,3.0,25.155,2.0,15.674000000000001,2.0,117.4,4:16.716,12:49,0:18.256,0:25.155,0:15.674,,Nick HEIDFELD,,,3.0,Mahindra Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
25.0,0.0,1.0,5:31.908,0.0,,4:40.469,0.0,29.853,0.0,21.586,0.0,20.9,5:31.908,12:50,4:40.469,0:29.853,0:21.586,,Jean-Eric VERGNE,0:04:07.200,,2.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
25.0,0.0,2.0,57.811,3.0,,18.295,2.0,23.941999999999997,3.0,15.574000000000002,2.0,120.0,6:29.719,12:51,0:18.295,0:23.942,0:15.574,,Jean-Eric VERGNE,,,2.0,DS Virgin Racing Formula E Team,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,1.0,1:13.204,0.0,,25.923,0.0,27.965999999999998,0.0,19.315,0.0,94.8,1:13.204,12:46,0:25.923,0:27.966,0:19.315,,Daniel ABT,0:00:02.169,,2.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
66.0,0.0,2.0,57.852,2.0,,18.273,2.0,24.034000000000002,2.0,15.545,2.0,119.9,2:11.056,12:47,0:18.273,0:24.034,0:15.545,,Daniel ABT,,,2.0,ABT Schaeffler Audi Sport,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,1.0,9:33.939,0.0,,8:51.074,0.0,25.767,0.0,17.098,0.0,12.1,9:33.939,12:54,8:51.074,0:25.767,0:17.098,,SÃ©bastien BUEMI,0:08:28.621,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
9.0,0.0,2.0,57.827,2.0,,18.357,2.0,23.965,2.0,15.505,3.0,120.0,10:31.766,12:55,0:18.357,0:23.965,0:15.505,,SÃ©bastien BUEMI,,,4.0,Renault e.Dams,,,./sampledata/2015-2016\Berlin\Q\23_Analysis_Super Pole Session.CSV,,,,,,,,,,,,,,,,,,,,
