ï»¿POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH,LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 35,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25,ï»¿TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,Unnamed: 8,ï»¿POSITION,STATUS,LAPS,TOTAL_TIME,FL_LAPNUM,FL_TIME,FL_KPH,Unnamed: 37,POWER,Unnamed: 26
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,3.0,1:25.200,0.0,,30.215,0.0,37.144,0.0,17.840999999999998,0.0,125.5,6:33.471,08:21:33.471,0:30.215,0:37.144,0:17.841,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,4.0,1:23.945,0.0,,29.642,0.0,36.523,0.0,17.78,0.0,127.4,7:57.416,08:22:57.416,0:29.642,0:36.523,0:17.780,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,5.0,1:25.351,0.0,,30.182,0.0,37.498,0.0,17.671,0.0,125.3,9:22.767,08:24:22.767,0:30.182,0:37.498,0:17.671,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,6.0,1:23.053,0.0,,29.233,0.0,36.113,0.0,17.707,0.0,128.8,10:45.820,08:25:45.820,0:29.233,0:36.113,0:17.707,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,7.0,1:23.564,0.0,,29.126,0.0,36.983,0.0,17.455,0.0,128.0,12:09.384,08:27:09.384,0:29.126,0:36.983,0:17.455,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,8.0,1:22.837,0.0,,29.248,0.0,36.124,0.0,17.465,0.0,129.1,13:32.221,08:28:32.221,0:29.248,0:36.124,0:17.465,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,9.0,1:22.694,0.0,,29.093,0.0,36.117,0.0,17.484,0.0,129.3,14:54.915,08:29:54.915,0:29.093,0:36.117,0:17.484,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,10.0,1:23.409,0.0,,29.723,0.0,36.242,0.0,17.444000000000003,0.0,128.2,16:18.324,08:31:18.324,0:29.723,0:36.242,0:17.444,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,11.0,1:23.719,0.0,,29.476,0.0,36.248,0.0,17.995,0.0,127.8,17:42.043,08:32:42.043,0:29.476,0:36.248,0:17.995,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,12.0,1:23.512,0.0,,29.533,0.0,36.368,0.0,17.611,0.0,128.1,19:05.555,08:34:05.555,0:29.533,0:36.368,0:17.611,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,13.0,1:26.534,0.0,B,29.197,0.0,35.844,0.0,21.493000000000002,0.0,123.6,20:32.089,08:35:32.089,0:29.197,0:35.844,0:21.493,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,14.0,5:05.494,0.0,,4:09.286,0.0,37.846,0.0,18.362000000000002,0.0,35.0,25:37.583,08:40:37.583,4:09.286,0:37.846,0:18.362,,Antonio Felix DA COSTA,0:03:43.128,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,15.0,1:21.592,0.0,,29.141,0.0,35.445,0.0,17.006,0.0,131.1,26:59.175,08:41:59.175,0:29.141,0:35.445,0:17.006,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,16.0,1:20.202,0.0,,28.278,0.0,35.062,0.0,16.862000000000002,0.0,133.4,28:19.377,08:43:19.377,0:28.278,0:35.062,0:16.862,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,17.0,1:34.303,0.0,,34.817,0.0,41.630,0.0,17.855999999999998,0.0,113.4,29:53.680,08:44:53.680,0:34.817,0:41.630,0:17.856,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,18.0,1:24.245,0.0,,28.220,0.0,35.141,0.0,20.884,0.0,127.0,31:17.925,08:46:17.925,0:28.220,0:35.141,0:20.884,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,19.0,1:33.382,0.0,,29.478,0.0,44.911,0.0,18.993,0.0,114.5,32:51.307,08:47:51.307,0:29.478,0:44.911,0:18.993,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,20.0,1:24.353,0.0,,30.537,0.0,36.758,0.0,17.058,0.0,126.8,34:15.660,08:49:15.660,0:30.537,0:36.758,0:17.058,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,21.0,1:18.955,0.0,,27.800,0.0,34.501,0.0,16.654,0.0,135.5,35:34.615,08:50:34.615,0:27.800,0:34.501,0:16.654,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,22.0,1:30.657,0.0,,33.020,0.0,40.701,0.0,16.936,0.0,118.0,37:05.272,08:52:05.272,0:33.020,0:40.701,0:16.936,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,23.0,1:17.902,2.0,,27.437,2.0,34.054,2.0,16.410999999999998,2.0,137.3,38:23.174,08:53:23.174,0:27.437,0:34.054,0:16.411,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,24.0,1:29.808,0.0,B,28.307,0.0,37.377,0.0,24.124000000000002,0.0,119.1,39:52.982,08:54:52.982,0:28.307,0:37.377,0:24.124,,Antonio Felix DA COSTA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BMW i ANDRETTI MOTORSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,28.0,1.0,25.0,6:12.072,0.0,,5:08.231,0.0,42.987,0.0,20.854,0.0,28.7,46:05.054,09:01:05.054,5:08.231,0:42.987,0:20.854,,Antonio Felix DA COSTA,0:04:39.116,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,1.0,3:07.694,0.0,,1:20.751,0.0,1:10.995,0.0,35.948,0.0,55.0,3:07.694,08:18:07.694,1:20.751,1:10.995,0:35.948,,Nelson PIQUET,0:00:44.009,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,2.0,1:31.513,0.0,,31.929,0.0,40.060,0.0,19.524,0.0,116.9,4:39.207,08:19:39.207,0:31.929,0:40.060,0:19.524,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,3.0,1:28.340,0.0,,30.918,0.0,38.424,0.0,18.998,0.0,121.1,6:07.547,08:21:07.547,0:30.918,0:38.424,0:18.998,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,4.0,1:26.986,0.0,,30.288,0.0,38.098,0.0,18.6,0.0,123.0,7:34.533,08:22:34.533,0:30.288,0:38.098,0:18.600,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,5.0,1:25.640,0.0,,29.811,0.0,37.504,0.0,18.325,0.0,124.9,9:00.173,08:24:00.173,0:29.811,0:37.504,0:18.325,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,6.0,1:25.082,0.0,,29.597,0.0,37.220,0.0,18.265,0.0,125.7,10:25.255,08:25:25.255,0:29.597,0:37.220,0:18.265,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,7.0,1:33.847,0.0,,35.908,0.0,40.752,0.0,17.187,0.0,114.0,11:59.102,08:26:59.102,0:35.908,0:40.752,0:17.187,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,8.0,1:22.100,0.0,,28.657,0.0,36.452,0.0,16.991,0.0,130.3,13:21.202,08:28:21.202,0:28.657,0:36.452,0:16.991,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,9.0,1:21.110,0.0,,28.665,0.0,35.425,0.0,17.02,0.0,131.9,14:42.312,08:29:42.312,0:28.665,0:35.425,0:17.020,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,10.0,1:27.450,0.0,,28.688,0.0,37.511,0.0,21.250999999999998,0.0,122.3,16:09.762,08:31:09.762,0:28.688,0:37.511,0:21.251,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,11.0,1:20.686,0.0,,28.501,0.0,35.247,0.0,16.938,0.0,132.6,17:30.448,08:32:30.448,0:28.501,0:35.247,0:16.938,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,12.0,1:28.498,0.0,,28.518,0.0,37.773,0.0,22.206999999999997,0.0,120.9,18:58.946,08:33:58.946,0:28.518,0:37.773,0:22.207,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,13.0,1:20.621,0.0,,28.582,0.0,35.206,0.0,16.833,0.0,132.7,20:19.567,08:35:19.567,0:28.582,0:35.206,0:16.833,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,14.0,1:28.459,0.0,B,29.423,0.0,35.721,0.0,23.315,0.0,120.9,21:48.026,08:36:48.026,0:29.423,0:35.721,0:23.315,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,15.0,13:19.973,0.0,,12:21.410,0.0,39.596,0.0,18.967,0.0,13.4,35:07.999,08:50:07.999,12:21.410,0:39.596,0:18.967,,Nelson PIQUET,0:11:52.789,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,16.0,1:34.917,0.0,,34.311,0.0,41.057,0.0,19.549,0.0,112.7,36:42.916,08:51:42.916,0:34.311,0:41.057,0:19.549,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,17.0,1:18.431,2.0,,27.600,2.0,34.487,2.0,16.344,2.0,136.4,38:01.347,08:53:01.347,0:27.600,0:34.487,0:16.344,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,18.0,1:40.200,0.0,,31.941,0.0,51.234,0.0,17.025,0.0,106.7,39:41.547,08:54:41.547,0:31.941,0:51.234,0:17.025,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,19.0,1:19.975,0.0,,28.001,0.0,34.543,0.0,17.430999999999997,0.0,133.7,41:01.522,08:56:01.522,0:28.001,0:34.543,0:17.431,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,20.0,1:23.569,0.0,,30.190,0.0,36.134,0.0,17.245,0.0,128.0,42:25.091,08:57:25.091,0:30.190,0:36.134,0:17.245,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,21.0,1:24.172,0.0,,28.367,0.0,35.475,0.0,20.33,0.0,127.1,43:49.263,08:58:49.263,0:28.367,0:35.475,0:20.330,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panasonic Jaguar Racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,3.0,1.0,22.0,1:20.648,0.0,,28.249,0.0,35.482,0.0,16.917,0.0,132.6,45:09.911,09:00:09.911,0:28.249,0:35.482,0:16.917,,Nelson PIQUET,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,1.0,2:53.460,0.0,,1:12.651,0.0,54.809,0.0,46.0,0.0,59.6,2:53.460,08:17:53.460,1:12.651,0:54.809,0:46.000,,AndrÃ© LOTTERER,0:00:41.281,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,2.0,1:39.982,0.0,,31.648,0.0,43.216,0.0,25.118000000000002,0.0,107.0,4:33.442,08:19:33.442,0:31.648,0:43.216,0:25.118,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,3.0,1:22.866,0.0,,29.335,0.0,36.147,0.0,17.384,0.0,129.1,5:56.308,08:20:56.308,0:29.335,0:36.147,0:17.384,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,4.0,1:21.609,0.0,,28.763,0.0,35.721,0.0,17.125,0.0,131.1,7:17.917,08:22:17.917,0:28.763,0:35.721,0:17.125,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,5.0,1:27.990,0.0,,28.753,0.0,35.738,0.0,23.499000000000002,0.0,121.6,8:45.907,08:23:45.907,0:28.753,0:35.738,0:23.499,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,6.0,1:21.259,0.0,,28.574,0.0,35.482,0.0,17.203,0.0,131.6,10:07.166,08:25:07.166,0:28.574,0:35.482,0:17.203,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,7.0,1:34.026,0.0,,33.511,0.0,40.134,0.0,20.381,0.0,113.8,11:41.192,08:26:41.192,0:33.511,0:40.134,0:20.381,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,8.0,1:24.921,0.0,,29.749,0.0,37.049,0.0,18.123,0.0,125.9,13:06.113,08:28:06.113,0:29.749,0:37.049,0:18.123,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,9.0,1:24.602,0.0,,29.776,0.0,37.078,0.0,17.748,0.0,126.4,14:30.715,08:29:30.715,0:29.776,0:37.078,0:17.748,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,10.0,1:24.290,0.0,,29.678,0.0,36.927,0.0,17.685,0.0,126.9,15:55.005,08:30:55.005,0:29.678,0:36.927,0:17.685,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,11.0,1:25.398,0.0,,29.696,0.0,37.141,0.0,18.561,0.0,125.2,17:20.403,08:32:20.403,0:29.696,0:37.141,0:18.561,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,12.0,1:44.398,0.0,,31.829,0.0,52.852,0.0,19.717,0.0,102.5,19:04.801,08:34:04.801,0:31.829,0:52.852,0:19.717,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,13.0,1:20.150,0.0,,28.280,0.0,35.114,2.0,16.756,0.0,133.4,20:24.951,08:35:24.951,0:28.280,0:35.114,0:16.756,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,14.0,1:34.356,0.0,B,28.474,0.0,42.732,0.0,23.15,0.0,113.4,21:59.307,08:36:59.307,0:28.474,0:42.732,0:23.150,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,15.0,9:34.861,0.0,,8:39.363,0.0,37.743,0.0,17.755,0.0,18.6,31:34.168,08:46:34.168,8:39.363,0:37.743,0:17.755,,AndrÃ© LOTTERER,0:08:13.716,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,16.0,1:21.940,0.0,,29.338,0.0,35.669,0.0,16.933,0.0,130.5,32:56.108,08:47:56.108,0:29.338,0:35.669,0:16.933,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DS TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./sampledata/2018-2019\Marrakesh\FP1\23_Analysis_Free Practice 1.CSV,36.0,1.0,17.0,1:22.065,0.0,,27.949,0.0,37.376,0.0,16.74,0.0,130.3,34:18.173,08:49:18.173,0:27.949,0:37.376,0:16.740,,AndrÃ© LOTTERER,,,,,,,,,,,,,,,,,,,,,,
