ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,Unnamed: 21,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22,MANUFACTURER,Unnamed: 25
28.0,0.0,7.0,1:15.129,0.0,,18.854,0.0,26.226,0.0,30.049,0.0,115.3,8:44.364,16:13,0:18.854,0:26.226,0:30.049,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,8.0,1:15.728,0.0,,19.068,0.0,26.025,0.0,30.635,0.0,114.4,10:00.092,16:14,0:19.068,0:26.025,0:30.635,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,9.0,1:15.622,0.0,,19.004,0.0,25.831,0.0,30.787,0.0,114.6,11:15.714,16:15,0:19.004,0:25.831,0:30.787,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,10.0,1:16.517,0.0,,19.084,0.0,26.401,0.0,31.032,0.0,113.2,12:32.231,16:17,0:19.084,0:26.401,0:31.032,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,11.0,1:16.425,0.0,,19.329,0.0,26.395,0.0,30.701,0.0,113.4,13:48.656,16:18,0:19.329,0:26.395,0:30.701,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,12.0,1:16.636,0.0,,19.406,0.0,26.704,0.0,30.526,0.0,113.1,15:05.292,16:19,0:19.406,0:26.704,0:30.526,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,13.0,1:15.681,0.0,,19.152,0.0,25.947,0.0,30.582,0.0,114.5,16:20.973,16:20,0:19.152,0:25.947,0:30.582,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,14.0,1:15.901,0.0,,19.191,0.0,26.426,0.0,30.284,0.0,114.2,17:36.874,16:22,0:19.191,0:26.426,0:30.284,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,15.0,1:18.943,0.0,B,19.143,0.0,26.098,0.0,33.702,0.0,109.8,18:55.817,16:23,0:19.143,0:26.098,0:33.702,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,16.0,3:16.141,0.0,,1:34.822,0.0,43.970,0.0,57.349,0.0,44.2,22:11.958,16:26,1:34.822,0:43.970,0:57.349,,Marco Andretti,0:01:14.115,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,17.0,2:33.445,0.0,,45.430,0.0,50.366,0.0,57.649,0.0,56.5,24:45.403,16:29,0:45.430,0:50.366,0:57.649,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,18.0,1:45.018,0.0,,46.806,0.0,27.321,0.0,30.891,0.0,82.5,26:30.421,16:31,0:46.806,0:27.321,0:30.891,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,19.0,1:35.301,0.0,,19.721,0.0,26.648,0.0,48.932,0.0,90.9,28:05.722,16:32,0:19.721,0:26.648,0:48.932,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,20.0,2:39.749,0.0,,1:03.738,0.0,42.464,0.0,53.547,0.0,54.2,30:45.471,16:35,1:03.738,0:42.464,0:53.547,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,21.0,2:16.297,0.0,,52.953,0.0,51.302,0.0,32.042,0.0,63.6,33:01.768,16:37,0:52.953,0:51.302,0:32.042,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,22.0,1:15.332,0.0,,19.284,0.0,26.154,0.0,29.894,0.0,115.0,34:17.100,16:38,0:19.284,0:26.154,0:29.894,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,23.0,1:17.572,0.0,,18.871,0.0,27.632,0.0,31.069,0.0,111.7,35:34.672,16:40,0:18.871,0:27.632,0:31.069,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,24.0,1:13.797,0.0,,18.690,0.0,25.385,0.0,29.722,0.0,117.4,36:48.469,16:41,0:18.690,0:25.385,0:29.722,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,25.0,1:16.581,0.0,,19.047,0.0,27.599,0.0,29.935,0.0,113.2,38:05.050,16:42,0:19.047,0:27.599,0:29.935,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,26.0,1:15.220,0.0,,18.957,0.0,26.276,0.0,29.987,0.0,115.2,39:20.270,16:43,0:18.957,0:26.276,0:29.987,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,27.0,1:15.942,0.0,,18.851,0.0,27.007,0.0,30.084,0.0,114.1,40:36.212,16:45,0:18.851,0:27.007,0:30.084,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,28.0,1:14.304,0.0,,18.913,0.0,25.629,0.0,29.762,0.0,116.6,41:50.516,16:46,0:18.913,0:25.629,0:29.762,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,29.0,1:14.109,0.0,,18.662,0.0,26.100,0.0,29.347,0.0,116.9,43:04.625,16:47,0:18.662,0:26.100,0:29.347,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,30.0,1:13.014,2.0,,18.453,2.0,25.328,2.0,29.233,2.0,118.7,44:17.639,16:48,0:18.453,0:25.328,0:29.233,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,31.0,1:15.846,0.0,,18.666,0.0,26.561,0.0,30.619,0.0,114.2,45:33.485,16:50,0:18.666,0:26.561,0:30.619,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,32.0,1:17.321,0.0,,18.885,0.0,26.024,0.0,32.412,0.0,112.1,46:50.806,16:51,0:18.885,0:26.024,0:32.412,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,33.0,1:22.994,0.0,,20.930,0.0,28.845,0.0,33.219,0.0,104.4,48:13.800,16:52,0:20.930,0:28.845,0:33.219,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
28.0,0.0,34.0,1:22.501,0.0,,21.087,0.0,28.231,0.0,33.183,0.0,105.0,49:36.301,16:54,0:21.087,0:28.231,0:33.183,,Marco Andretti,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Andretti Autosport Formula E Team,,4.0,,,,,,,,,,,,
3.0,0.0,1.0,1:04.875,0.0,,,0.0,,0.0,29.901,0.0,133.6,1:04.875,16:05,,,0:29.901,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,2.0,1:13.573,0.0,,18.486,0.0,25.536,0.0,29.551,0.0,117.8,2:18.448,16:06,0:18.486,0:25.536,0:29.551,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,3.0,1:13.511,0.0,,18.308,0.0,25.394,0.0,29.809,0.0,117.9,3:31.959,16:08,0:18.308,0:25.394,0:29.809,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,4.0,1:12.914,0.0,,18.383,0.0,25.271,0.0,29.260,0.0,118.8,4:44.873,16:09,0:18.383,0:25.271,0:29.260,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,5.0,1:13.077,0.0,,18.222,0.0,25.366,0.0,29.489,0.0,118.6,5:57.950,16:10,0:18.222,0:25.366,0:29.489,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,6.0,1:13.066,0.0,,18.221,0.0,25.365,0.0,29.480,0.0,118.6,7:11.016,16:11,0:18.221,0:25.365,0:29.480,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,7.0,1:14.585,0.0,,18.233,0.0,25.424,0.0,30.928,0.0,116.2,8:25.601,16:13,0:18.233,0:25.424,0:30.928,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,8.0,1:12.891,0.0,,18.350,0.0,25.230,0.0,29.311,0.0,118.9,9:38.492,16:14,0:18.350,0:25.230,0:29.311,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,9.0,1:12.781,0.0,,18.148,0.0,25.352,0.0,29.281,0.0,119.1,10:51.273,16:15,0:18.148,0:25.352,0:29.281,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,10.0,1:12.750,0.0,,18.201,0.0,25.352,0.0,29.197,0.0,119.1,12:04.023,16:16,0:18.201,0:25.352,0:29.197,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,11.0,1:12.862,0.0,,18.111,0.0,25.346,0.0,29.405,0.0,118.9,13:16.885,16:17,0:18.111,0:25.346,0:29.405,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,12.0,1:12.984,0.0,,18.183,0.0,25.428,0.0,29.373,0.0,118.7,14:29.869,16:19,0:18.183,0:25.428,0:29.373,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,13.0,1:12.856,0.0,,18.145,0.0,25.311,0.0,29.400,0.0,118.9,15:42.725,16:20,0:18.145,0:25.311,0:29.400,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,14.0,1:13.364,0.0,,18.109,0.0,25.349,0.0,29.906,0.0,118.1,16:56.089,16:21,0:18.109,0:25.349,0:29.906,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,15.0,1:13.628,0.0,,19.077,0.0,25.375,0.0,29.176,0.0,117.7,18:09.717,16:22,0:19.077,0:25.375,0:29.176,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,16.0,1:16.402,0.0,B,18.156,0.0,25.177,0.0,33.069,0.0,113.4,19:26.119,16:24,0:18.156,0:25.177,0:33.069,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,17.0,2:47.251,0.0,,1:20.866,0.0,29.352,0.0,57.033,0.0,51.8,22:13.370,16:26,1:20.866,0:29.352,0:57.033,,Jaime Alguersuari,0:01:12.397,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,18.0,2:33.428,0.0,,45.756,0.0,49.931,0.0,57.741,0.0,56.5,24:46.798,16:29,0:45.756,0:49.931,0:57.741,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,19.0,2:57.330,0.0,,51.201,0.0,1:01.028,0.0,1:05.101,0.0,48.9,27:44.128,16:32,0:51.201,1:01.028,1:05.101,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,20.0,1:52.128,0.0,,49.964,0.0,31.108,0.0,31.056,0.0,77.3,29:36.256,16:34,0:49.964,0:31.108,0:31.056,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,21.0,1:17.539,0.0,,19.363,0.0,25.965,0.0,32.211,0.0,111.8,30:53.795,16:35,0:19.363,0:25.965,0:32.211,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,22.0,2:09.205,0.0,,47.903,0.0,49.751,0.0,31.551,0.0,67.1,33:03.000,16:37,0:47.903,0:49.751,0:31.551,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,23.0,1:14.410,0.0,,18.480,0.0,26.066,0.0,29.864,0.0,116.5,34:17.410,16:38,0:18.480,0:26.066,0:29.864,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,24.0,1:13.402,0.0,,18.633,0.0,25.522,0.0,29.247,0.0,118.1,35:30.812,16:40,0:18.633,0:25.522,0:29.247,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,25.0,1:12.530,0.0,,18.202,0.0,25.442,0.0,28.886,2.0,119.5,36:43.342,16:41,0:18.202,0:25.442,0:28.886,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,26.0,1:12.690,0.0,,18.058,0.0,25.234,0.0,29.398,0.0,119.2,37:56.032,16:42,0:18.058,0:25.234,0:29.398,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,27.0,1:12.657,0.0,,18.270,0.0,25.316,0.0,29.071,0.0,119.3,39:08.689,16:43,0:18.270,0:25.316,0:29.071,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,28.0,1:12.794,0.0,,18.242,0.0,25.232,0.0,29.320,0.0,119.0,40:21.483,16:44,0:18.242,0:25.232,0:29.320,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,29.0,1:12.542,0.0,,18.275,0.0,25.197,0.0,29.070,0.0,119.5,41:34.025,16:46,0:18.275,0:25.197,0:29.070,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,30.0,1:12.292,2.0,,18.089,0.0,25.117,2.0,29.086,0.0,119.9,42:46.317,16:47,0:18.089,0:25.117,0:29.086,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,31.0,1:13.527,0.0,,18.026,0.0,25.694,0.0,29.807,0.0,117.9,43:59.844,16:48,0:18.026,0:25.694,0:29.807,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,32.0,1:15.094,0.0,,18.139,0.0,25.412,0.0,31.543,0.0,115.4,45:14.938,16:49,0:18.139,0:25.412,0:31.543,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,33.0,1:13.166,0.0,,18.595,0.0,25.545,0.0,29.026,0.0,118.4,46:28.104,16:51,0:18.595,0:25.545,0:29.026,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,34.0,1:16.594,0.0,,18.016,2.0,25.285,0.0,33.293,0.0,113.1,47:44.698,16:52,0:18.016,0:25.285,0:33.293,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
3.0,0.0,35.0,1:18.550,0.0,,18.946,0.0,25.808,0.0,33.796,0.0,110.3,49:03.248,16:53,0:18.946,0:25.808,0:33.796,,Jaime Alguersuari,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Virgin Racing Formula E Team,,2.0,,,,,,,,,,,,
30.0,0.0,1.0,1:10.443,0.0,,,0.0,,0.0,32.024,0.0,123.0,1:10.443,16:05,,,0:32.024,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,2.0,1:15.097,0.0,,19.029,0.0,25.973,0.0,30.095,0.0,115.4,2:25.540,16:07,0:19.029,0:25.973,0:30.095,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,3.0,1:13.667,0.0,,18.674,0.0,25.547,0.0,29.446,0.0,117.6,3:39.207,16:08,0:18.674,0:25.547,0:29.446,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,4.0,1:13.482,0.0,,18.596,0.0,25.473,0.0,29.413,0.0,117.9,4:52.689,16:09,0:18.596,0:25.473,0:29.413,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,5.0,1:13.477,0.0,,18.533,0.0,25.523,0.0,29.421,0.0,117.9,6:06.166,16:10,0:18.533,0:25.523,0:29.421,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,6.0,1:13.216,0.0,,18.562,0.0,25.353,0.0,29.301,0.0,118.4,7:19.382,16:11,0:18.562,0:25.353,0:29.301,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,7.0,1:13.149,2.0,,18.411,0.0,25.488,0.0,29.250,0.0,118.5,8:32.531,16:13,0:18.411,0:25.488,0:29.250,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,8.0,1:13.864,0.0,,18.455,0.0,25.596,0.0,29.813,0.0,117.3,9:46.395,16:14,0:18.455,0:25.596,0:29.813,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,9.0,1:13.595,0.0,,18.716,0.0,25.424,0.0,29.455,0.0,117.7,10:59.990,16:15,0:18.716,0:25.424,0:29.455,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,10.0,1:13.310,0.0,,18.516,0.0,25.485,0.0,29.309,0.0,118.2,12:13.300,16:16,0:18.516,0:25.485,0:29.309,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,11.0,1:14.147,0.0,,18.565,0.0,25.538,0.0,30.044,0.0,116.9,13:27.447,16:18,0:18.565,0:25.538,0:30.044,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,12.0,1:13.439,0.0,,18.614,0.0,25.328,2.0,29.497,0.0,118.0,14:40.886,16:19,0:18.614,0:25.328,0:29.497,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
30.0,0.0,13.0,1:13.424,0.0,,18.490,0.0,25.527,0.0,29.407,0.0,118.0,15:54.310,16:20,0:18.490,0:25.527,0:29.407,,StÃ©phane Sarrazin,,,./Total_Lap_Num/2014-2015\Buenos Aires\Race\23_Analysis_Race (4).CSV,,,,,,,,,,,Venturi Formula E Team,,3.0,,,,,,,,,,,,
