ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,3.0,1:47.326,0.0,,34.383,0.0,36.362,0.0,36.581,0.0,115.4,5:33.151,16:09,0:34.383,0:36.362,0:36.581,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,4.0,4:11.236,0.0,,1:25.104,0.0,1:23.391,0.0,1:22.741,0.0,49.3,9:44.387,16:13,1:25.104,1:23.391,1:22.741,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,5.0,2:01.833,0.0,,52.167,0.0,36.091,0.0,33.575,0.0,101.6,11:46.220,16:15,0:52.167,0:36.091,0:33.575,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,6.0,1:43.624,0.0,,33.940,0.0,36.050,0.0,33.634,0.0,119.5,13:29.844,16:17,0:33.940,0:36.050,0:33.634,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,7.0,1:43.343,0.0,,34.243,0.0,35.797,2.0,33.303,0.0,119.8,15:13.187,16:19,0:34.243,0:35.797,0:33.303,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,8.0,1:42.726,0.0,,33.660,0.0,35.845,0.0,33.221,2.0,120.5,16:55.913,16:20,0:33.660,0:35.845,0:33.221,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,9.0,1:42.672,2.0,,33.336,2.0,35.884,0.0,33.452,0.0,120.6,18:38.585,16:22,0:33.336,0:35.884,0:33.452,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,10.0,1:44.678,0.0,,34.301,0.0,36.076,0.0,34.301,0.0,118.3,20:23.263,16:24,0:34.301,0:36.076,0:34.301,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,11.0,1:44.134,0.0,,33.850,0.0,36.012,0.0,34.272,0.0,118.9,22:07.397,16:26,0:33.850,0:36.012,0:34.272,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,12.0,1:45.031,0.0,,34.422,0.0,36.494,0.0,34.115,0.0,117.9,23:52.428,16:27,0:34.422,0:36.494,0:34.115,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Team Aguri,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,55.0,0.0,13.0,2:59.714,0.0,B,34.427,0.0,38.120,0.0,1:47.167,0.0,68.9,26:52.142,16:30,0:34.427,0:38.120,1:47.167,,Antonio Felix DA COSTA,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,1.0,1:54.742,0.0,,42.744,0.0,37.199,0.0,34.799,0.0,107.9,1:54.742,16:05,0:42.744,0:37.199,0:34.799,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,2.0,1:45.035,0.0,,34.838,0.0,36.163,0.0,34.034,0.0,117.9,3:39.777,16:07,0:34.838,0:36.163,0:34.034,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,3.0,1:45.520,0.0,,34.055,0.0,36.039,0.0,35.426,0.0,117.3,5:25.297,16:09,0:34.055,0:36.039,0:35.426,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,4.0,3:56.034,0.0,,1:12.812,0.0,1:22.112,0.0,1:21.110,0.0,52.5,9:21.331,16:13,1:12.812,1:22.112,1:21.110,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,5.0,2:18.638,0.0,,1:08.129,0.0,36.169,0.0,34.340,0.0,89.3,11:39.969,16:15,1:08.129,0:36.169,0:34.340,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,6.0,1:42.938,0.0,,33.988,0.0,35.348,0.0,33.602,0.0,120.3,13:22.907,16:17,0:33.988,0:35.348,0:33.602,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,7.0,1:43.504,0.0,,33.834,0.0,35.828,0.0,33.842,0.0,119.6,15:06.411,16:19,0:33.834,0:35.828,0:33.842,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,8.0,1:44.249,0.0,,34.154,0.0,35.921,0.0,34.174,0.0,118.8,16:50.660,16:20,0:34.154,0:35.921,0:34.174,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,9.0,1:44.654,0.0,,34.309,0.0,35.842,0.0,34.503,0.0,118.3,18:35.314,16:22,0:34.309,0:35.842,0:34.503,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,10.0,1:44.158,0.0,,34.298,0.0,35.922,0.0,33.938,0.0,118.9,20:19.472,16:24,0:34.298,0:35.922,0:33.938,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,11.0,1:44.942,0.0,,34.272,0.0,35.852,0.0,34.818,0.0,118.0,22:04.414,16:25,0:34.272,0:35.852,0:34.818,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,12.0,1:44.125,0.0,,33.815,0.0,36.094,0.0,34.216,0.0,118.9,23:48.539,16:27,0:33.815,0:36.094,0:34.216,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,13.0,1:43.654,0.0,,34.103,0.0,35.812,0.0,33.739,0.0,119.4,25:32.193,16:29,0:34.103,0:35.812,0:33.739,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,14.0,2:42.450,0.0,B,33.843,0.0,35.555,0.0,1:33.052,0.0,76.2,28:14.643,16:32,0:33.843,0:35.555,1:33.052,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,15.0,3:26.244,0.0,,1:24.119,0.0,1:20.643,0.0,41.482,0.0,60.0,31:40.887,16:35,1:24.119,1:20.643,0:41.482,,LoÃ¯c DUVAL,0:01:22.241,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,16.0,1:43.462,0.0,,34.143,0.0,35.536,0.0,33.783,0.0,119.7,33:24.349,16:37,0:34.143,0:35.536,0:33.783,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,17.0,1:42.701,0.0,,33.929,0.0,35.395,0.0,33.377,0.0,120.5,35:07.050,16:39,0:33.929,0:35.395,0:33.377,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,18.0,1:41.954,0.0,,33.416,0.0,35.274,0.0,33.264,0.0,121.4,36:49.004,16:40,0:33.416,0:35.274,0:33.264,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,19.0,1:40.860,2.0,,33.079,2.0,34.929,2.0,32.852,2.0,122.7,38:29.864,16:42,0:33.079,0:34.929,0:32.852,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,20.0,1:41.157,0.0,,33.110,0.0,34.932,0.0,33.115,0.0,122.4,40:11.021,16:44,0:33.110,0:34.932,0:33.115,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,21.0,1:42.154,0.0,,33.190,0.0,35.710,0.0,33.254,0.0,121.2,41:53.175,16:45,0:33.190,0:35.710,0:33.254,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,22.0,1:41.967,0.0,,33.357,0.0,35.418,0.0,33.192,0.0,121.4,43:35.142,16:47,0:33.357,0:35.418,0:33.192,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,23.0,1:41.999,0.0,,33.302,0.0,35.448,0.0,33.249,0.0,121.4,45:17.141,16:49,0:33.302,0:35.448,0:33.249,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,24.0,1:42.021,0.0,,33.290,0.0,35.427,0.0,33.304,0.0,121.4,46:59.162,16:50,0:33.290,0:35.427,0:33.304,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,25.0,1:42.013,0.0,,33.178,0.0,35.788,0.0,33.047,0.0,121.4,48:41.175,16:52,0:33.178,0:35.788,0:33.047,,LoÃ¯c DUVAL,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,6.0,0.0,26.0,1:43.669,0.0,,33.439,0.0,36.461,0.0,33.769,0.0,119.4,50:24.844,16:54,0:33.439,0:36.461,0:33.769,,LoÃ¯c DUVAL,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,1.0,1:56.959,0.0,,44.145,0.0,38.488,0.0,34.326,0.0,105.9,1:56.959,16:05,0:44.145,0:38.488,0:34.326,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,2.0,1:45.376,0.0,,34.996,0.0,36.663,0.0,33.717,0.0,117.5,3:42.335,16:07,0:34.996,0:36.663,0:33.717,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,3.0,1:44.994,0.0,,34.563,0.0,36.036,0.0,34.395,0.0,117.9,5:27.329,16:09,0:34.563,0:36.036,0:34.395,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,4.0,3:59.994,0.0,,1:15.470,0.0,1:22.628,0.0,1:21.896,0.0,51.6,9:27.323,16:13,1:15.470,1:22.628,1:21.896,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,5.0,2:15.106,0.0,,1:05.112,0.0,36.284,0.0,33.710,0.0,91.6,11:42.429,16:15,1:05.112,0:36.284,0:33.710,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,6.0,1:44.167,0.0,,34.570,0.0,36.060,0.0,33.537,0.0,118.9,13:26.596,16:17,0:34.570,0:36.060,0:33.537,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,7.0,1:44.308,0.0,,34.126,0.0,36.085,0.0,34.097,0.0,118.7,15:10.904,16:19,0:34.126,0:36.085,0:34.097,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,8.0,1:43.456,0.0,,34.082,0.0,36.085,0.0,33.289,0.0,119.7,16:54.360,16:20,0:34.082,0:36.085,0:33.289,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,9.0,1:43.182,0.0,,33.954,0.0,36.031,0.0,33.197,2.0,120.0,18:37.542,16:22,0:33.954,0:36.031,0:33.197,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,10.0,1:44.675,0.0,,34.187,0.0,36.394,0.0,34.094,0.0,118.3,20:22.217,16:24,0:34.187,0:36.394,0:34.094,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,11.0,1:44.689,0.0,,34.013,0.0,36.111,0.0,34.565,0.0,118.3,22:06.906,16:26,0:34.013,0:36.111,0:34.565,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,12.0,1:46.380,0.0,,35.405,0.0,36.502,0.0,34.473,0.0,116.4,23:53.286,16:27,0:35.405,0:36.502,0:34.473,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,13.0,2:51.118,0.0,B,34.300,0.0,37.018,0.0,1:39.800,0.0,72.4,26:44.404,16:30,0:34.300,0:37.018,1:39.800,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,14.0,2:46.359,0.0,,50.825,0.0,37.636,0.0,1:17.898,0.0,74.4,29:30.763,16:33,0:50.825,0:37.636,1:17.898,,Daniel ABT,0:01:28.304,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,15.0,2:43.939,0.0,,1:24.495,0.0,45.214,0.0,34.230,0.0,75.5,32:14.702,16:36,1:24.495,0:45.214,0:34.230,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,16.0,1:44.415,0.0,,34.489,0.0,36.181,0.0,33.745,0.0,118.6,33:59.117,16:37,0:34.489,0:36.181,0:33.745,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,17.0,1:43.892,0.0,,34.353,0.0,35.910,0.0,33.629,0.0,119.2,35:43.009,16:39,0:34.353,0:35.910,0:33.629,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,18.0,1:43.709,0.0,,34.036,0.0,35.990,0.0,33.683,0.0,119.4,37:26.718,16:41,0:34.036,0:35.990,0:33.683,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,19.0,1:44.183,0.0,,34.162,0.0,36.139,0.0,33.882,0.0,118.8,39:10.901,16:43,0:34.162,0:36.139,0:33.882,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,20.0,1:43.109,0.0,,33.972,0.0,35.585,0.0,33.552,0.0,120.1,40:54.010,16:44,0:33.972,0:35.585,0:33.552,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,21.0,1:43.074,0.0,,33.859,0.0,35.632,0.0,33.583,0.0,120.1,42:37.084,16:46,0:33.859,0:35.632,0:33.583,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,22.0,1:42.936,0.0,,33.786,0.0,35.731,0.0,33.419,0.0,120.3,44:20.020,16:48,0:33.786,0:35.731,0:33.419,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,23.0,1:42.989,0.0,,33.707,0.0,35.653,0.0,33.629,0.0,120.2,46:03.009,16:49,0:33.707,0:35.653,0:33.629,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,24.0,1:42.539,2.0,,33.656,2.0,35.537,2.0,33.346,0.0,120.7,47:45.548,16:51,0:33.656,0:35.537,0:33.346,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,25.0,1:42.829,0.0,,33.693,0.0,35.576,0.0,33.560,0.0,120.4,49:28.377,16:53,0:33.693,0:35.576,0:33.560,,Daniel ABT,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,1.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,66.0,0.0,26.0,1:43.809,0.0,,34.140,0.0,35.772,0.0,33.897,0.0,119.3,51:12.186,16:55,0:34.140,0:35.772,0:33.897,,Daniel ABT,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,1.0,1:55.653,0.0,,43.620,0.0,37.354,0.0,34.679,0.0,107.0,1:55.653,16:05,0:43.620,0:37.354,0:34.679,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,2.0,1:45.805,0.0,,35.761,0.0,36.350,0.0,33.694,0.0,117.0,3:41.458,16:07,0:35.761,0:36.350,0:33.694,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,3.0,1:45.284,0.0,,33.990,0.0,36.307,0.0,34.987,0.0,117.6,5:26.742,16:09,0:33.990,0:36.307,0:34.987,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,4.0,3:56.581,0.0,,1:13.600,0.0,1:21.909,0.0,1:21.072,0.0,52.3,9:23.323,16:13,1:13.600,1:21.909,1:21.072,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,5.0,2:17.975,0.0,,1:07.321,0.0,36.722,0.0,33.932,0.0,89.7,11:41.298,16:15,1:07.321,0:36.722,0:33.932,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,6.0,1:43.187,0.0,,33.908,0.0,35.520,0.0,33.759,0.0,120.0,13:24.485,16:17,0:33.908,0:35.520,0:33.759,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,7.0,1:43.533,0.0,,34.106,0.0,35.697,0.0,33.730,0.0,119.6,15:08.018,16:19,0:34.106,0:35.697,0:33.730,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,8.0,1:43.522,0.0,,33.811,0.0,35.750,0.0,33.961,0.0,119.6,16:51.540,16:20,0:33.811,0:35.750,0:33.961,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,9.0,1:45.298,0.0,,34.397,0.0,35.939,0.0,34.962,0.0,117.6,18:36.838,16:22,0:34.397,0:35.939,0:34.962,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,10.0,1:44.757,0.0,,34.436,0.0,36.207,0.0,34.114,0.0,118.2,20:21.595,16:24,0:34.436,0:36.207,0:34.114,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,11.0,1:44.805,0.0,,34.063,0.0,36.237,0.0,34.505,0.0,118.1,22:06.400,16:26,0:34.063,0:36.237,0:34.505,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,12.0,1:46.436,0.0,,34.956,0.0,36.419,0.0,35.061,0.0,116.3,23:52.836,16:27,0:34.956,0:36.419,0:35.061,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,13.0,1:46.327,0.0,,34.340,0.0,37.449,0.0,34.538,0.0,116.4,25:39.163,16:29,0:34.340,0:37.449,0:34.538,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,14.0,2:43.893,0.0,B,33.894,0.0,36.085,0.0,1:33.914,0.0,75.5,28:23.056,16:32,0:33.894,0:36.085,1:33.914,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,15.0,3:20.426,0.0,,1:23.108,0.0,1:19.755,0.0,37.563,0.0,61.8,31:43.482,16:35,1:23.108,1:19.755,0:37.563,,JÃ©rÃ´me D'AMBROSIO,0:01:22.606,,
