ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,23.0,1:08.487,0.0,,22.176,0.0,21.971,0.0,24.340,2.0,97.8,26:27.956,15:35:27.075,0:22.176,0:21.971,0:24.340,,SÃ©bastien Buemi,0:00:37.998,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,24.0,1:05.555,0.0,,18.534,0.0,22.245,0.0,24.776,0.0,102.1,27:33.511,15:36:32.630,0:18.534,0:22.245,0:24.776,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,25.0,1:05.581,0.0,,18.557,0.0,22.421999999999997,0.0,24.602,0.0,102.1,28:39.092,15:37:38.211,0:18.557,0:22.422,0:24.602,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,26.0,1:05.287,0.0,,18.374,0.0,22.273000000000003,0.0,24.640,0.0,102.6,29:44.379,15:38:43.498,0:18.374,0:22.273,0:24.640,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,27.0,1:05.005,0.0,,18.422,0.0,22.0,0.0,24.583,0.0,103.0,30:49.384,15:39:48.503,0:18.422,0:22.000,0:24.583,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,28.0,1:05.158,0.0,,18.465,0.0,21.99,0.0,24.703,0.0,102.8,31:54.542,15:40:53.661,0:18.465,0:21.990,0:24.703,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,29.0,1:05.061,0.0,,18.343,0.0,21.929000000000002,0.0,24.789,0.0,102.9,32:59.603,15:41:58.722,0:18.343,0:21.929,0:24.789,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,30.0,1:05.309,0.0,,18.356,0.0,22.153000000000002,0.0,24.800,0.0,102.5,34:04.912,15:43:04.031,0:18.356,0:22.153,0:24.800,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,31.0,1:05.208,0.0,,18.386,0.0,22.092,0.0,24.730,0.0,102.7,35:10.120,15:44:09.239,0:18.386,0:22.092,0:24.730,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,32.0,1:05.124,0.0,,18.449,0.0,22.014,0.0,24.661,0.0,102.8,36:15.244,15:45:14.363,0:18.449,0:22.014,0:24.661,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,33.0,1:05.133,0.0,,18.403,0.0,22.07,0.0,24.660,0.0,102.8,37:20.377,15:46:19.496,0:18.403,0:22.070,0:24.660,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,34.0,1:05.101,0.0,,18.405,0.0,22.046,0.0,24.650,0.0,102.9,38:25.478,15:47:24.597,0:18.405,0:22.046,0:24.650,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,35.0,1:05.244,0.0,,18.513,0.0,22.041,0.0,24.690,0.0,102.6,39:30.722,15:48:29.841,0:18.513,0:22.041,0:24.690,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,36.0,1:05.157,0.0,,18.473,0.0,21.965999999999998,0.0,24.718,0.0,102.8,40:35.879,15:49:34.998,0:18.473,0:21.966,0:24.718,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,37.0,1:05.132,0.0,,18.370,0.0,22.052,0.0,24.710,0.0,102.8,41:41.011,15:50:40.130,0:18.370,0:22.052,0:24.710,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,38.0,1:05.229,0.0,,18.348,0.0,22.087,0.0,24.794,0.0,102.7,42:46.240,15:51:45.359,0:18.348,0:22.087,0:24.794,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,39.0,1:05.141,0.0,,18.361,0.0,21.988000000000003,0.0,24.792,0.0,102.8,43:51.381,15:52:50.500,0:18.361,0:21.988,0:24.792,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,40.0,1:05.667,0.0,,18.411,0.0,22.515,0.0,24.741,0.0,102.0,44:57.048,15:53:56.167,0:18.411,0:22.515,0:24.741,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,41.0,1:05.314,0.0,,18.529,0.0,21.967,0.0,24.818,0.0,102.5,46:02.362,15:55:01.481,0:18.529,0:21.967,0:24.818,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,42.0,1:05.425,0.0,,18.461,0.0,22.074,0.0,24.890,0.0,102.3,47:07.787,15:56:06.906,0:18.461,0:22.074,0:24.890,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,43.0,1:05.753,0.0,,18.626,0.0,22.134,0.0,24.993,0.0,101.8,48:13.540,15:57:12.659,0:18.626,0:22.134,0:24.993,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,44.0,1:07.034,0.0,,18.797,0.0,23.128,0.0,25.109,0.0,99.9,49:20.574,15:58:19.693,0:18.797,0:23.128,0:25.109,,SÃ©bastien Buemi,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Hong Kong2\Race\23_Analysis_Race 2 (3).CSV,9.0,0.0,45.0,1:06.649,0.0,,18.790,0.0,22.643,0.0,25.216,0.0,100.5,50:27.223,15:59:26.342,0:18.790,0:22.643,0:25.216,,SÃ©bastien Buemi,,,
1.0,19.0,Classified,33.0,48:04.751,-,-,21.0,1:23.393,128.3,Mahindra Racing,,,,Mahindra M4Electro,MICHELIN,,,,,,,2011806107.0,,,,Felix,ROSENQVIST,,SWE,SWE,FRO,8005.0,,1990015169.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
2.0,9.0,Classified,33.0,48:05.696,+0.945,+0.945,21.0,1:23.471,128.1,Renault e.dams,,,,Renault Z.E. 17,MICHELIN,,,,,,,2015908104.0,,,,SÃ©bastien,BUEMI,,CHE,CHE,BUE,1090.0,,1988103100.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
3.0,2.0,Classified,33.0,48:10.513,+5.762,+4.817,26.0,1:23.634,127.9,DS Virgin Racing,,,,DS Virgin DSV-03,MICHELIN,,,,,,,2016908105.0,,,,Sam,BIRD,,GBR,GBR,BIR,1087.0,,1987010900.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
4.0,3.0,Classified,33.0,48:11.305,+6.554,+0.792,32.0,1:22.832,129.1,Panasonic Jaguar Racing,,,,Jaguar I-Type II,MICHELIN,,,,,,,2016020101.0,,,,Nelson,PIQUET,,BRA,BRA,PIQ,9069.0,,1985072500.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
5.0,25.0,Classified,33.0,48:16.989,+12.238,+5.684,31.0,1:23.248,128.5,TECHEETAH,,,,Renault Z.E. 17,MICHELIN,,,,,,,2016908103.0,,,,Jean-Eric,VERGNE,,FRA,FRA,VER,1086.0,,1990042500.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,Classified,33.0,48:21.242,+16.491,+4.253,32.0,1:23.570,128.0,DRAGON,,,,PENSKE EV-2,MICHELIN,,,,,,,2016908101.0,,,,JosÃ© Maria,LOPEZ,,ARG,ARG,LOP,8004.0,,1983042600.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
7.0,23.0,Classified,33.0,48:33.132,+28.381,+11.890,28.0,1:23.710,127.8,Mahindra Racing,,,,Mahindra M4Electro,MICHELIN,,,,,,,2011806107.0,,,,Nick,HEIDFELD,,DEU,DEU,HEI,1099.0,,1977051000.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
8.0,27.0,Classified,33.0,48:37.131,+32.380,+3.999,24.0,1:23.811,127.6,Andretti Formula E,,,,Andretti ATEC-03,MICHELIN,,,,,,,2017908103.0,,,,Tom,BLOMQVIST,,GBR,GBR,BLO,8016.0,,1993113000.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
9.0,36.0,Classified,33.0,48:38.271,+33.520,+1.140,26.0,1:23.938,127.4,DS Virgin Racing,,,,DS Virgin DSV-03,MICHELIN,,,,,,,2016908105.0,,,,Alex,LYNN,,GBR,GBR,LYN,8010.0,,1991015233.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
10.0,66.0,Classified,33.0,48:45.702,+40.951,+7.431,15.0,1:22.902,129.0,Audi Sport ABT Schaeffler,,,,Audi e-tron FE04,MICHELIN,,,,,,,2017908101.0,,,,Daniel,ABT,,DEU,DEU,ABT,1080.0,,1990015408.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
11.0,20.0,Classified,33.0,48:51.029,+46.278,+5.327,19.0,1:23.308,128.4,Panasonic Jaguar Racing,,,,Jaguar I-Type II,MICHELIN,,,,,,,2016020101.0,,,,Mitch,EVANS,,NZL,NZL,EVA,8007.0,,1990015617.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
12.0,5.0,Classified,33.0,48:51.666,+46.915,+0.637,26.0,1:23.631,127.9,Venturi Formula E Team,,,,Venturi VM200-FE-03,MICHELIN,,,,,,,2016908106.0,,,,Maro,ENGEL,,DEU,DEU,ENG,8003.0,,1985082700.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
13.0,8.0,Classified,33.0,48:57.850,+53.099,+6.184,26.0,1:23.494,128.1,Renault e.dams,,,,Renault Z.E. 17,MICHELIN,,,,,,,2015908104.0,,,,Nicolas,PROST,,FRA,FRA,PRO,2032.0,,1981081801.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
14.0,28.0,Classified,33.0,49:05.867,+1:01.116,+8.017,19.0,1:23.018,128.8,Andretti Formula E,,,,Andretti ATEC-03,MICHELIN,,,,,,,2017908103.0,,,,Antonio Felix,DA COSTA,,PRT,PRT,DAC,3177.0,,1991083100.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
15.0,7.0,Classified,33.0,49:18.556,+1:13.805,+12.689,12.0,1:22.963,128.9,DRAGON,,,,PENSKE EV-2,MICHELIN,,,,,,,2016908101.0,,,,JÃ©rÃ´me,D'AMBROSIO,,BEL,BEL,DAM,1084.0,,1985122700.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
16.0,68.0,Classified,32.0,48:22.384,1 Lap,1 Lap,21.0,1:23.821,127.6,NIO Formula E Team,,,,NextEV NIO Sport 003,MICHELIN,,,,,,,2017908102.0,,,,Luca,FILIPPI,,ITA,ITA,FIL,8015.0,,1985080900.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
17.0,4.0,Classified,30.0,44:17.064,3 Laps,2 Laps,24.0,1:23.147,128.6,Venturi Formula E Team,,,,Venturi VM200-FE-03,MICHELIN,,,,,,,2016908106.0,,,,Edoardo,MORTARA,,CHE,CHE,MOR,8014.0,,1988010183.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
,16.0,Not classified,17.0,25:08.742,,,5.0,1:24.194,127.0,NIO Formula E Team,,,,NextEV NIO Sport 003,MICHELIN,,,,,,,2017908102.0,,,,Oliver,TURVEY,,GBR,GBR,TUR,9092.0,,1987040100.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
,18.0,Not classified,14.0,20:06.446,,,7.0,1:24.514,126.6,TECHEETAH,,,,Renault Z.E. 17,MICHELIN,,,,,,,2016908103.0,,,,AndrÃ©,LOTTERER,,DEU,DEU,LOT,8013.0,,1981111900.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
,1.0,Not classified,7.0,11:49.935,,,4.0,1:24.220,127.0,Audi Sport ABT Schaeffler,,,,Audi e-tron FE04,MICHELIN,,,,,,,2017908101.0,,,,Lucas,DI GRASSI,,BRA,BRA,DIG,1098.0,,1984081100.0,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\03_Classification_Race (29).CSV,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Audi Sport ABT Schaeffler,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,1.0,0.0,1.0,1:29.105,0.0,,33.510,0.0,37.457,0.0,18.138,0.0,120.0,1:29.105,16:05:21.672,0:33.510,0:37.457,0:18.138,,Lucas DI GRASSI,,,
,,,,,,,,,,Audi Sport ABT Schaeffler,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,1.0,0.0,2.0,1:25.382,0.0,,29.910,0.0,37.357,0.0,18.115,0.0,125.3,2:54.487,16:06:47.054,0:29.910,0:37.357,0:18.115,,Lucas DI GRASSI,,,
,,,,,,,,,,Audi Sport ABT Schaeffler,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,1.0,0.0,3.0,1:24.628,0.0,,29.965,0.0,36.894,0.0,17.769,0.0,126.4,4:19.115,16:08:11.682,0:29.965,0:36.894,0:17.769,,Lucas DI GRASSI,,,
,,,,,,,,,,Audi Sport ABT Schaeffler,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,1.0,0.0,4.0,1:24.220,2.0,,29.702,0.0,36.866,2.0,17.652,2.0,127.0,5:43.335,16:09:35.902,0:29.702,0:36.866,0:17.652,,Lucas DI GRASSI,,,
,,,,,,,,,,Audi Sport ABT Schaeffler,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,1.0,0.0,5.0,1:24.317,0.0,,29.652,0.0,36.974,0.0,17.691,0.0,126.8,7:07.652,16:11:00.219,0:29.652,0:36.974,0:17.691,,Lucas DI GRASSI,,,
,,,,,,,,,,Audi Sport ABT Schaeffler,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,1.0,0.0,6.0,1:24.448,0.0,,29.576,2.0,36.880,0.0,17.992,0.0,126.7,8:32.100,16:12:24.667,0:29.576,0:36.880,0:17.992,,Lucas DI GRASSI,,,
,,,,,,,,,,Audi Sport ABT Schaeffler,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,1.0,0.0,7.0,3:17.835,0.0,B,30.195,0.0,53.239,0.0,1:54.401,0.0,54.1,11:49.935,16:15:42.502,0:30.195,0:53.239,1:54.401,,Lucas DI GRASSI,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,1.0,1:37.765,0.0,,41.760,0.0,37.732,0.0,18.273,0.0,109.4,1:37.765,16:05:30.332,0:41.760,0:37.732,0:18.273,,Oliver TURVEY,0:00:16.150,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,2.0,1:25.147,0.0,,30.102,0.0,37.069,0.0,17.976,0.0,125.6,3:02.912,16:06:55.479,0:30.102,0:37.069,0:17.976,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,3.0,1:27.679,0.0,,30.037,0.0,39.503,0.0,18.139,0.0,122.0,4:30.591,16:08:23.158,0:30.037,0:39.503,0:18.139,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,4.0,1:24.546,0.0,,29.754,0.0,37.025,0.0,17.767,0.0,126.5,5:55.137,16:09:47.704,0:29.754,0:37.025,0:17.767,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,5.0,1:24.194,2.0,,29.733,0.0,36.739,2.0,17.722,2.0,127.0,7:19.331,16:11:11.898,0:29.733,0:36.739,0:17.722,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,6.0,1:24.559,0.0,,29.811,0.0,36.851,0.0,17.897,0.0,126.5,8:43.890,16:12:36.457,0:29.811,0:36.851,0:17.897,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,7.0,1:25.231,0.0,,29.806,0.0,37.360,0.0,18.065,0.0,125.5,10:09.121,16:14:01.688,0:29.806,0:37.360,0:18.065,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,8.0,1:24.556,0.0,,29.782,0.0,36.888,0.0,17.886,0.0,126.5,11:33.677,16:15:26.244,0:29.782,0:36.888,0:17.886,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,9.0,1:24.902,0.0,,29.897,0.0,37.054,0.0,17.951,0.0,126.0,12:58.579,16:16:51.146,0:29.897,0:37.054,0:17.951,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,10.0,1:24.811,0.0,,29.905,0.0,37.044,0.0,17.862,0.0,126.1,14:23.390,16:18:15.957,0:29.905,0:37.044,0:17.862,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,11.0,1:25.017,0.0,,29.900,0.0,37.227,0.0,17.890,0.0,125.8,15:48.407,16:19:40.974,0:29.900,0:37.227,0:17.890,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,12.0,1:24.747,0.0,,30.054,0.0,36.921,0.0,17.772,0.0,126.2,17:13.154,16:21:05.721,0:30.054,0:36.921,0:17.772,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,13.0,1:24.645,0.0,,29.468,2.0,37.346,0.0,17.831,0.0,126.4,18:37.799,16:22:30.366,0:29.468,0:37.346,0:17.831,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,14.0,1:24.304,0.0,,29.776,0.0,36.806,0.0,17.722,0.0,126.9,20:02.103,16:23:54.670,0:29.776,0:36.806,0:17.722,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,15.0,1:24.605,0.0,,29.884,0.0,36.937,0.0,17.784,0.0,126.4,21:26.708,16:25:19.275,0:29.884,0:36.937,0:17.784,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,16.0,1:25.279,0.0,,29.974,0.0,37.112,0.0,18.193,0.0,125.4,22:51.987,16:26:44.554,0:29.974,0:37.112,0:18.193,,Oliver TURVEY,,,
,,,,,,,,,,NIO Formula E Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,16.0,0.0,17.0,2:16.755,0.0,B,30.867,0.0,1:02.283,0.0,43.605,0.0,78.2,25:08.742,16:29:01.309,0:30.867,1:02.283,0:43.605,,Oliver TURVEY,,,
,,,,,,,,,,TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,18.0,0.0,1.0,1:35.273,0.0,,36.321,0.0,40.068,0.0,18.884,0.0,112.3,1:35.273,16:05:27.840,0:36.321,0:40.068,0:18.884,,AndrÃ© LOTTERER,,,
,,,,,,,,,,TECHEETAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2017-2018\Marrakesh\Race\23_Analysis_Race (28).CSV,18.0,0.0,2.0,1:25.771,0.0,,30.234,0.0,37.516,0.0,18.021,0.0,124.7,3:01.044,16:06:53.611,0:30.234,0:37.516,0:18.021,,AndrÃ© LOTTERER,,,
