,DRIVER_NAME,location,season_year,match_name,match_type,GROUP,TEAM,mean_KPH,std_KPH,med_KPH,max_KPH,min_KPH,range_KPH,skew_KPH,mean_S1,std_S1,med_S1,max_S1,min_S1,range_S1,skew_S1,mean_S2,std_S2,med_S2,max_S2,min_S2,range_S2,skew_S2,mean_S3,std_S3,med_S3,max_S3,min_S3,range_S3,skew_S3,Total_Lap_Num,PIT_TIME_cnt,cnt_CROSSING_FINISH_LINE_IN_PIT,DATE_ONLY,mean_air_temp,std_air_temp,med_air_temp,max_air_temp,min_air_temp,range_air_temp,skew_air_temp,mean_track_temp,std_track_temp,med_track_temp,max_track_temp,min_track_temp,range_track_temp,skew_track_temp,mean_HUMIDITY,std_HUMIDITY,med_HUMIDITY,max_HUMIDITY,min_HUMIDITY,range_HUMIDITY,skew_HUMIDITY,mean_PRESSURE,std_PRESSURE,med_PRESSURE,max_PRESSURE,min_PRESSURE,range_PRESSURE,skew_PRESSURE,mean_WIND_SPEED,std_WIND_SPEED,med_WIND_SPEED,max_WIND_SPEED,min_WIND_SPEED,range_WIND_SPEED,skew_WIND_SPEED
420,Felix Rosenqvist,Hong Kong,2017-2018,Super Pole 1,Q,3.0,Mahindra Racing,67.75,50.55813485483815,67.75,103.5,32.0,71.5,0.0,89181.5,99760.74601014168,89181.5,159723.0,18640.0,141083.0,0.0,22552.5,1866.0547955512989,22552.5,23872.0,21233.0,2639.0,0.0,25173.0,463.8620484583738,25173.0,25501.0,24845.0,655.9999999999964,0.0,2.0,2,0,02/12/2017,24.13644264705882,0.032470571365911256,24.1111,24.2222,24.1111,0.11110000000000042,0.8685031183221729,32.77780000000001,0.0,32.7778,32.7778,32.7778,0.0,0.0,62.955882352941174,0.47106812668916825,63.0,64.0,62.0,2.0,-0.1509902564186473,1018.0894117647067,0.07352291455053131,1018.08,1018.19,1017.98,0.21000000000003638,0.026664597186062528,2.355896764705882,1.4646424866579917,2.12187,6.3656,0.0,6.3656,0.6064932760095524
517,Jean-Eric VERGNE,Berlin2,2016-2017,Qualifying 2 Group 4,Q,4.0,TECHEETAH,94.4,31.189581593859195,102.7,120.6,59.9,60.7,-1.1127109099334098,47001.33333333334,31854.95542821137,32012.0,83586.0,25406.0,58180.0,1.6486286411982785,22407.33333333333,3236.3986672431647,22108.0,25783.0,19331.0,6452.0,0.4126430181124433,25463.66666666667,2095.797302539856,25709.0,27426.0,23256.0,4170.0,-0.5195502087627554,3.0,3,0,11/06/2017,25.94441666666667,0.03513291429225108,25.9444,26.0,25.8889,0.11110000000000042,0.0042694987164390045,54.81483333333333,0.836436691368012,55.0,55.5556,53.8889,1.6666999999999987,-0.21484158661937963,52.0,0.0,52.0,52.0,52.0,0.0,0.0,1012.73,0.03949683531623283,1012.72,1012.8,1012.7,0.09999999999990905,1.2853999659138846,4.291585,2.8182674629122766,4.02336,8.04672,0.0,8.04672,-0.24827899939018244
518,Jean-Eric VERGNE,Berlin2,2016-2017,Super Pole 2,Q,4.0,TECHEETAH,70.2,68.4479364188578,70.2,118.6,21.8,96.8,0.0,172625.5,207280.57473024336,172625.5,319195.0,26056.0,293139.0,0.0,25267.5,8126.77823617699,25267.5,31014.0,19521.0,11493.0,0.0,24585.5,1498.3592693342941,24585.5,25645.0,23526.0,2119.0,0.0,2.0,2,0,11/06/2017,26.23076153846154,0.13577023200037702,26.3333,26.3889,26.0,0.3888999999999996,-0.574144985203265,53.80341538461539,0.5483702730913277,53.8889,54.4444,52.7778,1.6666000000000025,-0.8762216863669727,51.92307692307692,0.2773500981126149,52.0,52.0,51.0,1.0,-3.6055512754639487,1012.6130769230768,0.04922475924850233,1012.6,1012.67,1012.5,0.16999999999995907,-0.827989336658789,3.961461538461539,2.140629491749433,3.21869,8.04672,1.60934,6.437380000000001,0.47396536140073875
519,Jean-Eric VERGNE,Berlin,2016-2017,Qualifying 1 Group 2,Q,2.0,TECHEETAH,85.83333333333333,45.971440409599225,104.3,119.7,33.5,86.2,-1.5159592940582356,82115.66666666669,94469.53065583279,29554.0,191176.0,25617.0,165559.0,1.7286671852710664,23072.66666666667,3477.830118526969,23273.000000000004,26446.0,19499.000000000004,6946.999999999993,-0.25835325493351696,25382.33333333333,1875.4085777060272,25777.0,27029.0,23341.0,3688.000000000004,-0.9050548266783829,3.0,3,0,10/06/2017,20.66668,0.08783226628067911,20.6667,20.7778,20.5556,0.22220000000000084,0.0005692668040355906,48.22222000000001,0.724363918897126,48.3333,48.8889,47.2222,1.6666999999999987,-0.5413810800268485,61.8,0.44721359549995815,62.0,62.0,61.0,1.0,-2.236067977499758,1014.064,0.04722287581250718,1014.06,1014.13,1014.02,0.11000000000001364,0.5327280526638514,5.149901999999999,2.0983276250314207,4.82803,8.04672,3.21869,4.82803,0.5413872570802072
520,Jean-Eric VERGNE,Buenos,2016-2017,Groups Qualifying Session,Q,2.0,TECHEETAH,68.70000000000002,63.28838756043639,66.15,129.9,12.6,117.3,0.03559063494416473,176457.75,314821.3467427466,19802.0,648683.0,17544.0,631139.0,1.9998281587610405,25738.25,1823.584633809648,25838.5,27775.0,23501.0,4274.0,-0.2754407469849504,154114.0,246711.6875112865,32292.0,524166.0,27706.0,496460.0,1.9994957158739821,4.0,4,1,02/18/2017,26.299227272727283,0.06799764142160165,26.2778,26.4444,26.2222,0.22220000000000084,0.6342377874509968,26.25,0.24336324271955392,26.1111,26.6667,26.1111,0.5555999999999983,1.1958608382118507,74.93181818181819,0.8995535655735869,75.0,76.0,73.0,3.0,-0.6650059282205547,1008.2361363636362,0.12620057695465148,1008.23,1008.47,1008.03,0.44000000000005457,0.053279296184235506,4.462272045454547,2.0493503007046026,4.82803,8.04672,0.0,8.04672,0.0950713975400268
521,Jean-Eric VERGNE,Buenos,2016-2017,Super Pole Session,Q,2.0,TECHEETAH,84.0,60.2450827868964,108.3,128.3,15.4,112.9,-1.5197838066446867,184269.0,286283.1204315057,20259.0,514837.0,17711.0,497126.0,1.7318964539099189,27498.33333333333,5152.927064623882,25355.0,33376.999999999985,23763.0,9613.99999999999,1.5479197609527868,32428.66666666667,4351.74003512771,32336.0,36826.0,28124.000000000004,8701.999999999996,0.09578028824341148,3.0,3,1,02/18/2017,26.36109166666667,0.05024687160471306,26.3333,26.4444,26.2778,0.16660000000000252,0.442216479579602,26.111100000000004,0.0,26.1111,26.1111,26.1111,0.0,0.0,75.08333333333333,0.5149286505444383,75.0,76.0,74.0,2.0,0.2108475192760244,1008.1208333333335,0.08680786865607326,1008.1,1008.3,1008.03,0.2699999999999818,0.8601471169241157,3.3528000000000007,1.4489529809047383,3.21869,6.43738,1.60934,4.82804,0.7120877405200026
522,Jean-Eric VERGNE,HongKong,2016-2017,Groups Qualifying Session,Q,3.0,TECHEETAH,58.92,50.69888558933025,84.7,105.0,3.8,101.2,-0.5180245603472399,359276.0,757911.9222003965,18602.0,1715055.0,17966.0,1697089.0,2.2359439620752,25406.2,4878.051834492947,25377.0,32469.0,20379.0,12090.0,0.606774114133338,341740.6,699884.383819785,28999.0,1593719.0,25121.0,1568598.0,2.2359533404352794,5.0,5,1,09/10/2016,29.94280735294118,0.31338182962507094,29.9444,30.7222,29.5,1.2222000000000008,1.0025141701742721,40.83334117647062,0.839526242775678,40.5556,42.2222,40.0,2.222200000000001,0.4544976910291226,67.80882352941177,0.7581862280818774,68.0,69.0,66.0,3.0,-0.9327191856076539,1007.6577941176472,0.23065672360447476,1007.72,1007.93,1007.25,0.67999999999995,-0.4833089117008939,3.5263564705882375,1.8705585894966228,3.21869,8.04672,0.0,8.04672,0.26061598781837797
524,Jean-Eric VERGNE,Marrakesh,2016-2017,Groups Qualifying Session,Q,3.0,TECHEETAH,76.88,59.032931487433345,100.4,132.1,8.0,124.1,-0.461063846350013,274773.6,561058.8956573989,29523.0,1278103.0,0.0,1278103.0,2.2324424820154807,31234.4,17717.281854167133,37376.999999999985,42931.999999999985,0.0,42931.999999999985,-2.076950266704925,106494.0,207331.91467909614,18967.0,477102.0,0.0,477102.0,2.2275685464902644,5.0,5,2,12/11/2016,19.256183333333333,0.18510877960192557,19.2778,19.5556,18.7778,0.7777999999999992,-0.8167591796767814,22.608022222222218,1.027136870865838,22.7778,23.8889,20.5556,3.3333000000000013,-0.26949788246426803,65.13888888888889,0.9607371508460949,65.0,68.0,64.0,4.0,0.9362068352196428,962.1975277777777,0.15258468114664023,962.2460000000001,962.415,961.9069999999999,0.5080000000000382,-0.49560034585210416,5.096256666666666,2.3242153206816765,4.82803,9.65606,0.0,9.65606,-0.24773473695670023
525,Jean-Eric VERGNE,Mexico,2016-2017,Groups Qualifying Session,Q,3.0,TECHEETAH,60.58333333333334,45.99806155335969,55.75,119.6,5.8,113.8,0.22371186457041656,277553.66666666674,491672.22408131475,21199.5,1244218.0,14758.0,1229460.0,2.104474717478866,35822.666666666664,8384.661631018073,32841.5,52417.0,28980.0,23437.0,2.11605187513884,38474.0,31085.06351288348,22366.0,98451.0,19245.0,79206.0,1.9591951200572293,6.0,6,2,01/04/2017,27.10183571428572,0.5749678437759033,27.4444,27.7222,26.3889,1.3333000000000013,-0.4067878629524634,21.57409999999999,0.2095698032614051,21.6667,21.6667,21.1111,0.5555999999999983,-1.8558017135458564,31.142857142857142,0.3541688016605738,31.0,32.0,31.0,1.0,2.117634293262182,779.4364761904761,0.19819997761502728,779.4984999999999,779.7189999999999,779.143,0.5759999999999081,-0.1845131351922359,7.165412619047618,1.516477922712184,8.04672,8.04672,3.21869,4.82803,-1.4170199749076227
526,Jean-Eric VERGNE,Mexico,2016-2017,Super Pole Session,Q,3.0,TECHEETAH,105.23333333333332,12.341123665749947,100.7,119.2,95.8,23.40000000000001,1.4299603772310745,16903.666666666668,1921.7919589105718,17618.0,18366.0,14727.0,3639.0,-1.4415596598987752,32708.66666666667,4738.920376344525,30913.0,38083.0,29130.0,8953.0,1.4603126483509017,22600.66666666667,3099.5451816892964,22941.0,25516.0,19345.0,6171.0,-0.4881476897337399,3.0,3,1,01/04/2017,27.817464285714284,0.14522317894639677,27.8889,27.9444,27.5556,0.38880000000000337,-1.3836383561975625,22.222199999999994,0.0,22.2222,22.2222,22.2222,0.0,0.0,30.642857142857142,0.49724515809884623,31.0,31.0,30.0,1.0,-0.6703601390665901,778.8768571428571,0.060904537083527534,778.889,778.9739999999999,778.77,0.2039999999999509,-0.43589437629370825,6.782233571428569,3.167426039235127,6.43738,16.0934,3.21869,12.874709999999999,1.9833452481069749
527,Jean-Eric VERGNE,Monaco,2016-2017,Qualifying Group 4,Q,4.0,TECHEETAH,97.56666666666666,28.47987593605937,108.2,119.2,65.3,53.90000000000001,-1.4459231381038555,33551.666666666664,20715.7125229458,22731.0,57437.0,20487.0,36950.0,1.7092144107759606,18894.33333333333,2204.8656043698747,18823.0,21134.0,16726.0,4408.0,0.1454347193644755,17325.666666666668,1340.829718246629,17164.0,18740.0,16073.0,2667.0,0.5346867405539186,3.0,3,0,05/13/2017,17.74444,0.06332797959827889,17.7222,17.8333,17.6667,0.16660000000000252,0.4051462591612122,32.7778,0.0,32.7778,32.7778,32.7778,0.0,0.0,79.8,0.44721359549995915,80.0,80.0,79.0,1.0,-2.236067977499758,1014.374,0.0585662018573541,1014.36,1014.43,1014.29,0.13999999999998636,-0.5122408325777462,1.287474,1.3464740327908296,1.60934,3.21869,0.0,3.21869,0.5122484109493172
528,Jean-Eric VERGNE,Monaco,2016-2017,Superpole,Q,4.0,TECHEETAH,65.35,74.7411867714181,65.35,118.2,12.5,105.7,0.0,246293.5,318825.25524885877,246293.5,471737.0,20850.0,450887.0,0.0,18400.0,2281.126476107801,18400.0,20013.0,16787.0,3225.9999999999964,0.0,16567.0,633.5676759431466,16567.0,17015.0,16119.0,896.0,0.0,2.0,2,0,05/13/2017,18.670649999999995,0.07048069839434098,18.6667,18.7778,18.5556,0.22220000000000084,-0.15302879871790526,33.88889999999999,0.0,33.8889,33.8889,33.8889,0.0,0.0,76.57142857142857,0.5135525910130989,77.0,77.0,76.0,1.0,-0.3245367068207619,1014.4350000000002,0.030064034224426037,1014.43,1014.5,1014.4,0.10000000000002274,0.5449361386589605,2.2990607142857145,1.0399700333734792,1.60934,4.82803,1.60934,3.21869,1.3031467408487878
529,Jean-Eric VERGNE,Montreal2,2016-2017,Qualifying 2 Group 2,Q,2.0,TECHEETAH,92.5,39.84959221874171,110.7,120.0,46.8,73.2,-1.6265265278838306,68903.33333333331,69733.76883786888,30124.0,149407.0,27179.0,122228.0,1.7285761119170924,31078.33333333333,1885.507977531076,31803.0,32494.0,28938.000000000004,3555.9999999999964,-1.4740360246402433,27605.0,1512.5832208510055,27311.0,29243.000000000004,26261.0,2982.000000000004,0.8416183094470169,3.0,3,0,07/30/2017,25.39521714285713,0.05516421200121037,25.3889,25.4444,25.2778,0.16660000000000252,-0.8138446594791521,39.58726857142858,0.24637502710947073,39.4444,40.0,39.4444,0.5555999999999983,1.1617175051227087,52.0,0.5423261445466417,52.0,53.0,51.0,2.0,0.0,1013.9194285714284,0.02531482443422474,1013.92,1013.95,1013.88,0.07000000000005002,-0.3934997131272242,4.971233428571428,2.070879715187759,4.24374,10.6093,2.12187,8.48743,1.0243868189709575
530,Jean-Eric VERGNE,Montreal2,2016-2017,Super Pole 2,Q,2.0,TECHEETAH,72.2,66.75088014401008,72.2,119.4,25.0,94.4,0.0,176279.5,210717.11368681,176279.5,325279.0,27280.0,297999.0,0.0,32726.0,5316.028780960464,32726.0,36485.0,28967.0,7518.0,0.0,29630.5,4396.082858636764,29630.5,32739.0,26522.0,6216.999999999996,0.0,2.0,2,0,07/30/2017,25.7668,0.06112844059846694,25.7778,25.9444,25.6667,0.27770000000000294,1.442663465583953,36.22087037037039,0.4340785998654033,36.1111,36.6667,35.5556,1.1111000000000004,-0.3643761089401169,53.592592592592595,1.320774183743928,54.0,56.0,51.0,5.0,-0.23894241293830323,1013.8390123456793,0.048026163137187425,1013.85,1013.92,1013.75,0.16999999999995907,0.024159007493836558,4.361617037037033,2.3663818880130294,4.24374,11.6703,0.0,11.6703,0.4738013723023585
531,Jean-Eric VERGNE,Montreal,2016-2017,Qualifying 1 Group 3,Q,3.0,TECHEETAH,99.93333333333334,26.09297478888395,111.2,118.5,70.1,48.40000000000001,-1.580785328192971,43205.0,25200.593743005342,30065.0,72260.0,27290.0,44970.0,1.7084531828040608,32846.666666666664,4861.141258319215,31140.0,38330.999999999985,29069.000000000004,9261.999999999987,1.3851409639702,28319.0,1730.61867550307,27630.0,30288.0,27039.0,3249.0,1.5075900537189866,3.0,3,0,07/29/2017,21.29785,0.040168790301499675,21.2778,21.3889,21.2222,0.16669999999999874,1.2378879149760456,37.947536111111106,0.2595165969399695,37.7778,38.3333,37.7778,0.5555000000000021,0.8813898487215188,57.833333333333336,0.3779644730092256,58.0,58.0,57.0,1.0,-1.867589160751496,1012.6277777777782,0.0249698230568594,1012.63,1012.67,1012.6,0.06999999999993634,0.524414007662232,4.715262499999998,1.3041773126652347,4.24374,7.426539999999999,3.1828,4.243739999999999,0.5263733032685544
533,Jean-Eric VERGNE,Newyork,2016-2017,Qualifying 1 Group 1,Q,1.0,TECHEETAH,80.7,44.793637941118384,101.4,111.4,29.3,82.10000000000002,-1.6354427565795244,81038.66666666669,95207.30851322989,27117.0,190968.0,25031.0,165937.0,1.7311154461253768,20335.33333333333,2977.3351059854413,19661.0,23592.0,17753.0,5839.0,0.9669178936927092,22833.66666666667,2659.732568010048,22585.0,25609.0,20307.000000000004,5301.999999999995,0.4170415016600321,3.0,3,0,07/15/2017,26.674386111111108,0.12538496413110448,26.6667,26.8333,26.4444,0.3888999999999996,-0.2460532687771903,29.21294166666665,0.27775000000000105,29.4444,29.4444,28.8889,0.5555000000000021,-0.3529411764705677,75.30555555555556,0.6242455764220881,75.0,77.0,75.0,2.0,1.9239708788565613,1012.5916666666667,0.0251282425057895,1012.6,1012.63,1012.56,0.07000000000005002,-0.06228364437198663,4.951025833333331,1.1895435561193208,5.30467,7.426539999999999,2.12187,5.30467,-0.0572348173945607
534,Jean-Eric VERGNE,Newyork,2016-2017,Super Pole 1,Q,1.0,TECHEETAH,96.15,20.57680733252853,96.15,110.7,81.6,29.10000000000001,0.0,32794.0,10731.052511287044,32794.0,40382.0,25206.0,15176.0,0.0,19758.0,2706.804758382102,19758.0,21672.0,17844.0,3827.999999999997,0.0,22299.0,2562.554975020048,22299.0,24111.0,20487.0,3624.0,0.0,2.0,2,0,07/15/2017,28.071613253012067,0.23894137599771217,28.2222,28.6111,27.6667,0.9444000000000017,-0.4207306920672043,33.52073493975898,0.49291999312056894,33.3333,34.4444,32.7778,1.6666000000000025,0.3485602639048897,70.60240963855422,0.8545396569333928,70.0,72.0,70.0,2.0,0.8738938585067566,1012.172168674699,0.04938766985377688,1012.19,1012.23,1012.09,0.13999999999998636,-0.39399582419091794,1.4060551807228914,0.6650039743111782,1.06093,3.1828,0.0,3.1828,0.5430667329966783
536,Jean-Eric VERGNE,Paris,2016-2017,Qualifying Group 3,Q,3.0,TECHEETAH,88.83333333333331,29.46257513072021,100.1,111.0,55.4,55.6,-1.4691830837480842,35719.666666666664,31607.70697683293,18052.0,72211.0,16896.0,55315.0,1.7294447601374263,25706.0,823.8828800260362,25735.0,26515.0,24868.000000000004,1646.9999999999966,-0.1582000500232192,23948.33333333333,3003.5719291092946,25274.0,26061.0,20510.0,5551.0,-1.59923283228346,3.0,3,0,05/20/2017,15.111133333333333,0.08605769382609996,15.11115,15.2222,15.0,0.22220000000000084,-0.0008715083121775154,24.7222,0.30431465294986937,24.7222,25.0,24.4444,0.5555999999999983,0.0,69.5,0.5477225575051674,69.5,70.0,69.0,1.0,0.0,1017.54,0.048989794855643296,1017.53,1017.61,1017.48,0.12999999999999545,0.3521141505296374,9.924296666666667,2.95291222069107,8.04672,14.4841,8.04672,6.437379999999999,1.095396967363194
537,Jean-Eric VERGNE,Paris,2016-2017,Superpole,Q,3.0,TECHEETAH,63.15000000000001,67.5286976033153,63.15000000000001,110.9,15.4,95.5,0.0,206509.0,267898.7177610225,206509.0,395942.0,17076.0,378866.0,0.0,26123.0,1780.4948750277256,26123.0,27382.0,24864.0,2517.999999999997,0.0,22996.0,3692.511611356151,22996.0,25607.0,20385.0,5222.0,0.0,2.0,2,0,05/20/2017,15.257572727272729,0.1615104460455057,15.3333,15.4444,15.0,0.4443999999999999,-0.5134378340543944,27.52525454545455,0.2901526369469561,27.7778,27.7778,27.2222,0.5555999999999983,-0.2127615795014371,68.54545454545455,0.8201995322647249,69.0,69.0,67.0,2.0,-1.504797534846536,1017.6581818181817,0.05288065465139259,1017.65,1017.78,1017.61,0.16999999999995907,1.2551674960746324,5.705857272727273,1.6668390103791724,6.43738,8.04672,3.21869,4.82803,-0.1472811160925607
539,Jean-Eric VERGNE,newyork2,2016-2017,Non Qualifying Practice 3,FP1,3.0,TECHEETAH,84.95000000000002,32.777328068256544,99.05,112.7,9.9,102.8,-1.4535525162498806,30472.722222222223,9899.801001003863,27072.5,67470.0,24619.0,42851.0,3.3974022560082675,21190.666666666668,6173.528488635977,19423.5,44732.0,17508.0,27224.0,3.61134356601716,81392.11111111111,154328.84379939325,23810.5,625306.0,20144.0,605162.0,3.048176446927548,18.0,18,3,07/16/2017,22.431793656716497,0.24481780399028125,22.4444,22.7778,22.0556,0.7222000000000008,-0.08072182634142139,26.111100000000064,0.0,26.1111,26.1111,26.1111,0.0,0.0,79.96268656716418,0.6693584207279366,80.0,81.0,79.0,2.0,0.04284316433903658,1013.6795149253677,0.0712656301352157,1013.72,1013.82,1013.55,0.2700000000000955,-0.21882973441756232,3.337192014925369,1.3762994524550727,3.1828,7.426539999999999,0.0,7.426539999999999,0.4114038612058943
540,Jean-Eric VERGNE,newyork2,2016-2017,Qualifying 2 Group 3,Q,3.0,TECHEETAH,94.3,24.70000000000001,103.6,113.0,66.3,46.7,-1.4541333683893316,36259.0,18494.433189476236,26634.0,57581.0,24562.0,33019.0,1.7076253902705751,19586.33333333333,2229.8711472489467,19321.0,21937.0,17500.999999999996,4436.0,0.5278755617866069,22879.0,3339.1142538104327,21897.0,26599.0,20141.0,6458.0,1.2089450094277254,3.0,3,0,07/16/2017,24.02315,0.07786899437975474,24.0,24.2778,24.0,0.27779999999999916,3.147820888291167,26.666699999999995,0.0,26.6667,26.6667,26.6667,0.0,0.0,76.0,0.0,76.0,76.0,76.0,0.0,0.0,1013.6650000000004,0.03451707651916009,1013.665,1013.72,1013.61,0.11000000000001364,1.5015749955460582e-11,2.1513400000000007,0.3091681604841334,2.12187,3.1828,1.06093,2.12187,0.9186910534324222
541,Jean-Eric VERGNE,newyork2,2016-2017,Super Pole 2,Q,3.0,TECHEETAH,66.15,65.40737725975565,66.15,112.4,19.9,92.5,0.0,164923.0,198240.21453277333,164923.0,305100.0,24746.0,280354.0,0.0,21604.0,5591.800425623219,21604.0,25558.000000000004,17650.0,7908.000000000004,0.0,21770.0,2293.85439816916,21770.0,23392.0,20148.0,3244.0,0.0,2.0,2,0,07/16/2017,25.932517142857154,0.3165165870010475,25.9444,26.3333,25.5,0.8333000000000013,-0.19028923529224692,26.96032142857142,0.2792983241660941,27.2222,27.2222,26.6667,0.5555000000000021,-0.11699486807079276,71.1,1.3846989941311496,72.0,72.0,69.0,3.0,-0.8921029934178164,1013.6218571428577,0.04287808322093992,1013.61,1013.68,1013.55,0.12999999999999545,0.07641278353046517,1.3640551428571424,0.7478611722012389,1.06093,3.1828,0.0,3.1828,1.3195317036534482
542,Jean-Eric VERGNE,Berlin,2017-2018,Qualifying Group 4,Q,4.0,TECHEETAH,85.1,53.17442994522838,85.1,122.7,47.5,75.2,0.0,75586.5,71357.68082344045,75586.5,126044.0,25129.0,100915.0,0.0,24266.0,3996.567527266367,24266.0,27092.0,21440.0,5652.0,0.0,25170.5,2792.3646789056797,25170.5,27145.0,23196.0,3949.000000000004,0.0,2.0,2,0,05/19/2018,20.566660000000002,0.10686556040184432,20.5556,20.7222,20.4444,0.27779999999999916,0.5891544090790667,20.5556,0.0,20.5556,20.5556,20.5556,0.0,0.0,43.0,0.0,43.0,43.0,43.0,0.0,0.0,1014.866,0.0650384501660192,1014.9,1014.93,1014.77,0.15999999999996817,-0.8945426725619928,3.6071740000000005,2.866485745268935,3.1828,8.48747,1.06093,7.42654,1.7035496159758146
543,Jean-Eric VERGNE,Berlin,2017-2018,Super Pole,Q,4.0,TECHEETAH,69.4,74.81189744953672,69.4,122.3,16.5,105.8,0.0,244226.5,309700.7493444277,244226.5,463218.0,25235.0,437983.0,0.0,24979.5,4930.655585213791,24979.5,28466.0,21493.000000000004,6972.999999999993,0.0,24399.5,1607.2537136370213,24399.5,25536.0,23263.0,2272.999999999997,0.0,2.0,2,0,05/19/2018,20.504608333333334,0.08691726952927167,20.4722,20.7222,20.4444,0.27779999999999916,1.7166321749162925,20.694474999999997,0.2512343278694227,20.5556,21.1111,20.5556,0.5555000000000021,1.3266499161421343,44.75,0.4522670168666455,45.0,45.0,44.0,1.0,-1.3266499161421599,1014.92,0.04112066501054496,1014.9,1015.0,1014.87,0.12999999999999545,0.7436807053971881,3.4480375000000003,1.5752447160427023,3.1828,7.426539999999999,2.12187,5.30467,1.487263460780228
544,Jean-Eric VERGNE,Marrakesh,2017-2018,Qualifying Group 3,Q,3.0,TECHEETAH,109.23333333333332,31.907731560443672,122.7,132.2,72.8,59.39999999999999,-1.5609238252729167,48423.66666666666,33739.394546039686,29126.0,87382.0,28763.0,58619.0,1.7318252556151101,37299.0,2765.0860746096096,36344.0,40415.0,35138.000000000015,5276.999999999994,1.3688067435053497,19242.33333333333,2343.367093166015,19043.0,21679.000000000004,17005.0,4674.000000000005,0.3800128455498736,3.0,3,0,01/13/2018,11.17595,0.0226577801207445,11.1667,11.2222,11.1667,0.05550000000000033,2.449489742783238,13.888900000000001,0.0,13.8889,13.8889,13.8889,0.0,0.0,92.0,0.0,92.0,92.0,92.0,0.0,0.0,964.1895,0.09010826821105823,964.2065,964.308,964.071,0.23699999999996635,-0.1436242547104585,1.5914,0.581100770159531,1.5914,2.12187,1.06093,1.06094,0.0
545,Jean-Eric VERGNE,Mexico city,2017-2018,Qualifying Group 2,Q,2.0,TECHEETAH,87.09999999999998,48.61491540669386,108.2,121.6,31.5,90.1,-1.5851860893532776,69700.0,93492.16200302569,16964.0,177646.0,14490.0,163156.0,1.7306864429339075,32506.33333333333,4734.357964215774,31719.0,37585.0,28215.0,9370.0,0.7276622354935328,21322.666666666668,2256.5979556255324,20980.0,23731.0,19257.0,4473.999999999995,0.6675728116575143,3.0,3,0,03/03/2018,22.481466666666666,0.167277155244423,22.4722,22.7222,22.2778,0.4444000000000017,0.2809929342570947,34.166650000000004,0.30425988069412063,34.166650000000004,34.4444,33.8889,0.5555000000000021,0.0,47.0,0.0,47.0,47.0,47.0,0.0,0.0,782.9273333333334,0.050046644909235855,782.9159999999999,783.0010000000001,782.865,0.13600000000008095,0.4180715202926597,2.29869,0.7986421900951639,2.12187,3.1828,1.06093,2.12187,-0.31258399728633374
546,Jean-Eric VERGNE,Newyork2,2017-2018,Qualifying 2 Group 2,Q,2.0,TECHEETAH,79.33333333333333,50.00103332265577,107.7,108.7,21.6,87.1,-1.7312714493943102,78625.33333333331,86054.59812429162,29247.0,177992.0,28637.0,149355.0,1.73195289862068,25359.33333333333,497.05164050964953,25088.0,25933.000000000004,25057.0,876.0000000000036,1.7244745022000487,26352.66666666667,2468.10824992206,25011.0,29201.0,24846.0,4355.0,1.7233461769952816,3.0,3,0,07/15/2018,22.67595,0.022657780120744965,22.6667,22.7222,22.6667,0.0555000000000021,2.4494897427829434,23.333300000000005,0.0,23.3333,23.3333,23.3333,0.0,0.0,88.5,0.5477225575051674,88.5,89.0,88.0,1.0,0.0,1015.0749999999999,0.022583179581291156,1015.07,1015.1,1015.04,0.06000000000005912,-0.31256995958915224,3.713271666666667,0.88764250286738,4.24374,4.24374,2.12187,2.12187,-1.5367169797799718
547,Jean-Eric VERGNE,Newyork2,2017-2018,Super Pole 2,Q,2.0,TECHEETAH,82.35,38.39589821842953,82.35,109.5,55.2,54.3,0.0,32608.0,5625.741551120173,32608.0,36586.0,28630.0,7956.0,0.0,25761.0,1166.7261889578035,25761.0,26586.0,24936.0,1650.0,0.0,26132.0,2357.4940084759496,26132.0,27799.0,24465.0,3334.0,0.0,2.0,2,0,07/15/2018,22.423076923076923,0.14441285811777055,22.4444,22.6111,22.2222,0.3888999999999996,-0.13858542113301323,23.333300000000005,0.0,23.3333,23.3333,23.3333,0.0,0.0,89.92307692307692,0.7595545253127514,90.0,91.0,89.0,2.0,0.13564569704576693,1015.4315384615386,0.060806544856925784,1015.44,1015.51,1015.34,0.16999999999995907,-0.3069941750411065,3.6724646153846154,1.1952513372830513,4.24374,5.30467,1.06093,4.24374,-0.7140152277022621
548,Jean-Eric VERGNE,Newyork,2017-2018,Qualifying 1 Group 1,Q,1.0,TECHEETAH,84.1,35.64954417660905,91.3,115.6,45.4,70.19999999999999,-0.8717753508288837,89691.0,105307.8755316999,30611.0,211274.0,27188.0,184086.0,1.7299922764240396,25686.33333333333,1886.0149345467391,26463.0,27060.0,23536.0,3524.000000000004,-1.53885941100462,28912.66666666667,6824.052632661425,27117.0,36455.0,23166.0,13289.0,1.1021300914380667,3.0,3,0,07/14/2018,28.877760000000002,0.07241300297598599,28.8889,28.9444,28.7778,0.16660000000000252,-0.541446800340875,39.4444,0.0,39.4444,39.4444,39.4444,0.0,0.0,60.6,0.5477225575051667,61.0,61.0,60.0,1.0,-0.6085806194501975,1018.126,0.013416407865001366,1018.12,1018.15,1018.12,0.029999999999972715,2.2360679775082644,4.8802959999999995,2.442452533700502,5.30467,8.48747,2.12187,6.365600000000001,0.6064821086440709
